strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,26.686,0.212,0.0,0.0,0.0,39050.8569,14.2995,39092.0545,72,69896
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3712,0.3712,0,0
