cell,arm,slice,class,named_reaction,parent,n_molecules,n_wells,n_multi_product_wells,n_distinct_reagent_sets,n_distinct_parents,n_distinct_templates,reward_min,reward_median,reward_max,first_step,last_step
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),Nc1cccc(-c2ccc3oc(C4CNC4)nc3c2)c1,1,1,0,1,1,1,8.291,8.291,8.291,17,17
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,Brc1ccc2[nH]c(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)nc2c1,1,1,0,1,1,1,8.289,8.289,8.289,18,18
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1ccc(-c2nc3ccc(-c4nc5cc(CNC67CC(C6)C7)ccc5o4)cc3o2)cc1,1,1,0,1,1,1,8.283,8.283,8.283,19,19
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,Brc1ccc2nc(-c3ccc4nc(C5CNC5)[nH]c4c3)oc2c1,1,1,0,1,1,1,8.277,8.277,8.277,20,20
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,Nc1cccc2ccn(Cc3ccc(-c4nnn(CC5CC5)n4)cc3)c12,1,1,0,1,1,1,8.276,8.276,8.276,21,21
scent_seh_seed43_par800,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1c[nH]c2ccc(-c3nnn(CC4CC4)n3)cc12,1,1,0,1,1,1,8.275,8.275,8.275,22,22
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,1,1,0,1,1,1,8.267,8.267,8.267,23,23
scent_seh_seed43_par800,best_candidate,full,A,SNAr (halo-heteroarene + amine),O=C(Nc1ccc(-c2ccnc(F)c2)cc1)C1CCN1,1,1,0,1,1,1,8.265,8.265,8.265,24,24
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(NCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)[C@H]1CCCNC1,1,1,0,1,1,1,8.264,8.264,8.264,26,26
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(Nc1cc(Br)n[nH]1)NC1CC1,1,1,0,1,1,1,8.263,8.263,8.263,27,27
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(NCc2ccc3oc(C4CNC4)nc3c2)cc1,1,1,0,1,1,1,8.257,8.257,8.257,28,28
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1ccc2nc(C3CNC3)oc2c1,1,1,0,1,1,1,8.248,8.248,8.248,29,29
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,1,1,0,1,1,1,8.246,8.246,8.246,30,30
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1cc(NCc2cccc3oc(C4CNC4)nc23)cc(-c2c[nH]cn2)c1,1,1,0,1,1,1,8.246,8.246,8.246,31,31
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2nc(C3(NCc4ccc(C(=O)NC5CC5)cc4)CCC3)oc2c1,1,1,0,1,1,1,8.246,8.246,8.246,32,32
scent_seh_seed43_par800,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc(NCc2cccc3oc(C4CNC4)nc23)cc1,1,1,0,1,1,1,8.246,8.246,8.246,33,33
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(NCc1cn(CC2CC2)c2ccccc12)c1cccc(B(O)O)c1,1,1,0,1,1,1,8.244,8.244,8.244,34,34
scent_seh_seed43_par800,best_candidate,full,A,Reductive amination (aldehyde),Nc1ccc(-c2cn(CC3CC3)nn2)cc1,1,1,0,1,1,1,8.243,8.243,8.243,35,35
scent_seh_seed43_par800,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1ccc(-c2ccc3nc(-c4ccc(CO[C@H]5CN6CCC5CC6)cc4)oc3c2)cc1,1,1,0,1,1,1,8.236,8.236,8.236,37,37
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCc2ccc3[nH]c(-c4ccc(CO[C@H]5CN6CCC5CC6)cc4)nc3c2)c1,1,1,0,1,1,1,8.232,8.232,8.232,38,38
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc(Nc2ccc(-c3c[nH]cn3)cc2)cc1)C1CNC1,1,1,0,1,1,1,8.232,8.232,8.232,39,39
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,1,1,0,1,1,1,8.231,8.231,8.231,40,40
scent_seh_seed43_par800,best_candidate,full,A,Williamson ether synthesis,O=C(NC1CC1)c1ccc2oc(-c3ccc(CCl)cc3)nc2c1,1,1,0,1,1,1,8.229,8.229,8.229,41,41
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(NCc2cccc(C3=NCCc4ccccc43)c2)cc1,1,1,0,1,1,1,8.229,8.229,8.229,42,42
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1ccc2[nH]c(CNc3ccc(-c4cn(CC5CC5)nn4)cc3)nc2c1,1,1,0,1,1,1,8.225,8.225,8.225,43,43
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),ClCc1ccc(C2=NCCc3ccccc32)cc1,1,1,0,1,1,1,8.223,8.223,8.223,44,44
scent_seh_seed43_par800,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2ccc(-c3nnnn3CC3CC3)nc2)cc1,1,1,0,1,1,1,8.221,8.221,8.221,45,45
scent_seh_seed43_par800,best_candidate,full,A,Williamson ether synthesis,BrCc1cccc(-c2nnnn2Cc2ccc(-c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)cc2)c1,1,1,0,1,1,1,8.213,8.213,8.213,46,46
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),Nc1cccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)c1,1,1,0,1,1,1,8.213,8.213,8.213,47,47
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(NCc2ccc3nc(-c4ccccc4)oc3c2)cc1,1,1,0,1,1,1,8.21,8.21,8.21,49,49
scent_seh_seed43_par800,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc2oc(-c3cccc(-c4cccc(NC[C@@H]5Cc6ccccc6CN5)c4)c3)nc2c1,1,1,0,1,1,1,8.209,8.209,8.209,50,50
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,NCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.205,8.205,8.205,52,52
scent_seh_seed43_par800,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2ccc3nc([C@@H]4Cc5ccccc5CN4)oc3c2)cc1,1,1,0,1,1,1,8.203,8.203,8.203,53,53
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Brc1cn(CC2CC2)cn1,1,1,0,1,1,1,8.202,8.202,8.202,54,54
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(NCc1c[nH]c2ccccc12)c1cccc(CNc2ccc(B(O)O)cc2)c1,1,1,0,1,1,1,8.202,8.202,8.202,55,55
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),c1ccc2c(NCc3ccc(CO[C@H]4CN5CCC4CC5)cc3)ccnc2c1,1,1,0,1,1,1,8.202,8.202,8.202,56,56
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1ccc2c(CCNCc3ccc(-c4cn(CC5CC5)cn4)cc3)c[nH]c2c1,1,1,0,1,1,1,8.2,8.2,8.2,57,57
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)C1CCN(Cc2ccc(-c3nnn(CC4CC4)n3)nc2)CC1,1,1,0,1,1,1,8.2,8.2,8.2,58,58
scent_seh_seed43_par800,best_candidate,full,A,Williamson ether synthesis,O=C(Nc1cc(-c2cccc(C(=O)Nc3ccnc4ccccc34)c2)n[nH]1)c1ccc(CCl)cc1,1,1,0,1,1,1,8.199,8.199,8.199,59,59
scent_seh_seed43_par800,best_candidate,full,A,Urea formation (amine + amine),NCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.198,8.198,8.198,60,60
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1cc2cc(-c3cc(NCc4ccc5nc(C6CNC6)oc5c4)[nH]n3)ccc2[nH]1,1,1,0,1,1,1,8.198,8.198,8.198,61,61
scent_seh_seed43_par800,best_candidate,full,A,Reductive amination (aldehyde),NCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.198,8.198,8.198,62,62
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCc2ccc3nc(C4CNC4)[nH]c3c2)c1,1,1,0,1,1,1,8.195,8.195,8.195,63,63
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(-c2nc3cc(CNC45CC(C4)C5)ccc3o2)c1,1,1,0,1,1,1,8.191,8.191,8.191,65,65
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(-c2nnn(CC3CC3)n2)s1,1,1,0,1,1,1,8.191,8.191,8.191,66,66
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,Brc1ccc2oc(-c3ccc(COCC4CNC4)cc3)nc2c1,1,1,0,1,1,1,8.191,8.191,8.191,67,67
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,Nc1cccc(-c2cccc(-c3nc4ccccc4o3)c2)c1,1,1,0,1,1,1,8.19,8.19,8.19,68,68
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1ccc(Cn2cc(CNC(=O)C3CNC3)c3ccccc32)cc1,1,1,0,1,1,1,8.188,8.188,8.188,69,69
scent_seh_seed43_par800,best_candidate,full,A,Williamson ether synthesis,ClCc1ccccc1-c1nc2ccc(-c3cccc(-c4nnn(CC5CC5)n4)c3)cc2o1,1,1,0,1,1,1,8.185,8.185,8.185,72,72
scent_seh_seed43_par800,best_candidate,full,A,Urea formation (amine + amine),c1cc(-c2nnn(CC3CC3)n2)ccc1CO[C@@H]1CCNC1,1,1,0,1,1,1,8.176,8.176,8.176,73,73
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(NCC2CCN2)cc1,1,1,0,1,1,1,8.175,8.175,8.175,74,74
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),O=C(NC1CC1)c1cccc(Nc2ccnc3ccccc23)n1,1,1,0,1,1,1,8.173,8.173,8.173,75,75
scent_seh_seed43_par800,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2cccc3oc(C4CCN4)nc23)cc1,1,1,0,1,1,1,8.172,8.172,8.172,76,76
scent_seh_seed43_par800,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(Nc2ccc(-c3nnn(CC4CC4)n3)cc2)cc1,1,1,0,1,1,1,8.172,8.172,8.172,77,77
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,1,1,0,1,1,1,8.168,8.168,8.168,79,79
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(NC1CC1)c1ccc(Nc2ccc(B(O)O)cc2)cc1,1,1,0,1,1,1,8.166,8.166,8.166,80,80
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(Nc1ccc(B(O)O)cc1)Nc1ccnc2ccccc12,1,1,0,1,1,1,8.163,8.163,8.163,82,82
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),Nc1ccc(-c2nc(-c3cccc(NC[C@@H]4Cc5ccccc5CN4)c3)cs2)cc1,1,1,0,1,1,1,8.162,8.162,8.162,83,83
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc2nc(-c3c[nH]c4ccccc34)oc2c1)NC1CC1,1,1,0,1,1,1,8.162,8.162,8.162,85,85
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1ccc(-c2nc3ccc(C(=O)NC4CC4)cc3o2)cc1,1,1,0,1,1,1,8.16,8.16,8.16,86,86
scent_seh_seed43_par800,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1cc(NCc2ccc3nc([C@@H]4CCCN4)oc3c2)[nH]n1,1,1,0,1,1,1,8.159,8.159,8.159,88,88
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,NCc1nc2cc(-c3cccc(-c4nnn(CC5CC5)n4)c3)ccc2o1,1,1,0,1,1,1,8.159,8.159,8.159,89,89
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2nc(-c3ccnc(NC45CC(C4)C5)c3)oc2c1,1,1,0,1,1,1,8.157,8.157,8.157,90,90
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,Brc1ccc2nc(-c3ccc(-c4nnn(CC5CC5)n4)nc3)oc2c1,1,1,0,1,1,1,8.155,8.155,8.155,91,91
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,NCc1cn(CC2CC2)nn1,1,1,0,1,1,1,8.154,8.154,8.154,92,92
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc(-c2ccc3[nH]ccc3c2)cc1)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,1,1,0,1,1,1,8.154,8.154,8.154,93,93
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Brc1ccc2[nH]c(C3CCNCC3)nc2c1,1,1,0,1,1,1,8.153,8.153,8.153,94,94
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,Nc1ccc(-c2cccc(NCc3ccc4oc([C@H]5CCCN5)nc4c3)c2)cc1,1,1,0,1,1,1,8.149,8.149,8.149,95,95
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Brc1ccc2nc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)[nH]c2c1,1,1,0,1,1,1,8.149,8.149,8.149,96,96
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,Brc1cccc2nc([C@@H]3Cc4ccccc4CN3)oc12,1,1,0,1,1,1,8.149,8.149,8.149,97,97
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(NC1CC1)c1ccc(-c2nc3ccc(-c4ccc5[nH]ccc5c4)cc3o2)cc1,1,1,0,1,1,1,8.148,8.148,8.148,98,98
scent_seh_seed43_par800,best_candidate,full,A,Urea formation (isocyanate + amine),O=C=Nc1ccc(-c2cccc(NCc3ccc4oc(C5CNC5)nc4c3)c2)cc1,1,1,0,1,1,1,8.147,8.147,8.147,99,99
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Brc1ccc2oc(C3CNC3)nc2c1,1,1,0,1,1,1,8.146,8.146,8.146,100,100
scent_seh_seed43_par800,best_candidate,full,A,Williamson ether synthesis,O=C(Nc1cccc2ccn(CC3CC3)c12)[C@@H]1C[C@@H](O)CN1,1,1,0,1,1,1,8.146,8.146,8.146,102,102
scent_seh_seed43_par800,best_candidate,full,A,Urea formation (amine + amine),c1cc(-c2cn(CC3CC3)nn2)ccc1NC1CCNCC1,1,1,0,1,1,1,8.144,8.144,8.144,103,103
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,NCCc1cn(Cc2cccc(-c3nnn(CC4CC4)n3)c2)c2ccccc12,1,1,0,1,1,1,8.143,8.143,8.143,104,104
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1ccc(CNC23CC(C2)C3)cc1,1,1,0,1,1,1,8.143,8.143,8.143,105,105
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCC2CCN2)c1,1,1,0,1,1,1,8.143,8.143,8.143,106,106
scent_seh_seed43_par800,best_candidate,full,A,Reductive amination (aldehyde),Nc1ccc(-c2cn(CC3CC3)cn2)cc1,1,1,0,1,1,1,8.139,8.139,8.139,107,107
scent_seh_seed43_par800,best_candidate,full,A,Benzoxazole formation,O=C(O)c1ccc2nc(-c3nccn3CC3CC3)oc2c1,1,1,0,1,1,1,8.139,8.139,8.139,108,108
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)[C@H]1CCCN(C(=O)c2ccc3nc([C@@H]4CCCN4)oc3c2)C1,1,1,0,1,1,1,8.137,8.137,8.137,109,109
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(Nc1cccc(B(O)O)c1)c1ccc(CNc2ccnc3ccccc23)cc1,1,1,0,1,1,1,8.137,8.137,8.137,110,110
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,Nc1ccc(-c2ccc(CNc3ccc(-c4cnc(F)nc4)cc3)cc2)cc1,1,1,0,1,1,1,8.135,8.135,8.135,112,112
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(NC1CC1)c1ccc2nc(-c3cccc(B(O)O)c3)oc2c1,1,1,0,1,1,1,8.134,8.134,8.134,113,113
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(NCc1cn(CC2CC2)c2ccccc12)c1ccc2[nH]c(C3CCNCC3)nc2c1,1,1,0,1,1,1,8.134,8.134,8.134,114,114
scent_seh_seed43_par800,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1cncc(-c2ccc(NCc3c[nH]c4ccc(-c5nnn(CC6CC6)n5)cc34)cc2)c1,1,1,0,1,1,1,8.133,8.133,8.133,115,115
scent_seh_seed43_par800,best_candidate,full,A,Buchwald-Hartwig amination,O=C(Nc1ccc(Br)cc1)NC1CC1,1,1,0,1,1,1,8.132,8.132,8.132,118,118
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),O=C(NC1CC1)c1ccc2nc([C@H]3CCCN3)oc2c1,1,1,0,1,1,1,8.131,8.131,8.131,119,119
scent_seh_seed43_par800,best_candidate,full,A,Benzimidazole formation,O=Cc1ccc(C(=O)NC2CC2)cc1,1,1,0,1,1,1,8.13,8.13,8.13,120,120
scent_seh_seed43_par800,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc2oc(C3(NCc4ccc(-c5nnn(CC6CC6)n5)nc4)CCC3)nc2c1,1,1,0,1,1,1,8.129,8.129,8.129,121,121
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)C1CCN(C(=O)[C@@H]2Cc3ccccc3CN2)CC1,1,1,0,1,1,1,8.127,8.127,8.127,122,122
scent_seh_seed43_par800,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc2[nH]c(-c3cccc(-c4cn(CC5CC5)nn4)c3)nc2c1,1,1,0,1,1,1,8.125,8.125,8.125,123,123
scent_seh_seed43_par800,best_candidate,full,A,SNAr (halo-heteroarene + amine),O=C(Nc1cccc(-c2ccnc(F)c2)c1)C1CNC1,1,1,0,1,1,1,8.124,8.124,8.124,124,124
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(Nc1cccc(B(O)O)c1)Nc1cccc2ccccc12,1,1,0,1,1,1,8.124,8.124,8.124,125,125
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1ccc2c(c1)CN[C@H](CNc1ccc(-c3c[nH]cn3)cn1)C2,1,1,0,1,1,1,8.124,8.124,8.124,126,126
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1cc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)c2[nH]ccc2c1,1,1,0,1,1,1,8.124,8.124,8.124,127,127
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1cccc(-c2cc(NCc3ccc(-c4nnn(CC5CC5)n4)nc3)[nH]n2)c1,1,1,0,1,1,1,8.123,8.123,8.123,128,128
scent_seh_seed43_par800,best_candidate,full,A,Reductive amination (aldehyde),Nc1ccc(-c2cccc(C(=O)NC3CC3)c2)cc1,1,1,0,1,1,1,8.122,8.122,8.122,129,129
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),c1cc(-c2nnn(CC3CC3)n2)ncc1CNC1CC1,1,1,0,1,1,1,8.122,8.122,8.122,130,130
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc(Nc2ccc(-c3ccc4[nH]ccc4c3)cc2)cc1)C1CNC1,1,1,0,1,1,1,8.121,8.121,8.121,131,131
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1ccccc1NC(=O)C1CNC1,1,1,0,1,1,1,8.12,8.12,8.12,132,132
scent_seh_seed43_par800,best_candidate,full,A,Williamson ether synthesis,O=C(Nc1ccc(N2CC[C@@H](O)C2)cc1)Nc1ccnc2ccccc12,1,1,0,1,1,1,8.119,8.119,8.119,133,133
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(-c2nnn(CC3CC3)n2)nc1,1,1,0,1,1,1,8.119,8.119,8.119,134,134
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cc(-c2cccc(NCc3nc4ccccc4[nH]3)c2)n[nH]1)C1CNC1,1,1,0,1,1,1,8.119,8.119,8.119,135,135
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)C1CNC1,1,1,0,1,1,1,8.117,8.117,8.117,137,137
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1ccc(CNc2ccnc3ccccc23)cc1,1,1,0,1,1,1,8.117,8.117,8.117,138,138
scent_seh_seed43_par800,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1cccc(-c2cccc(-c3nc4ccc(CNC56CC(C5)C6)cc4o3)c2)c1,1,1,0,1,1,1,8.116,8.116,8.116,139,139
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)C1CCN(C(=O)Nc2ccnc3ccccc23)CC1,1,1,0,1,1,1,8.115,8.115,8.115,140,140
scent_seh_seed43_par800,best_candidate,full,A,Benzimidazole formation,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,1,1,0,1,1,1,8.114,8.114,8.114,141,141
scent_seh_seed43_par800,best_candidate,full,A,Urea formation (amine + amine),Nc1cccc(-c2cc(NC(=O)c3cccc4oc(C5CNC5)nc34)[nH]n2)c1,1,1,0,1,1,1,8.114,8.114,8.114,143,143
scent_seh_seed43_par800,best_candidate,full,A,SNAr (halo-heteroarene + amine),Fc1ncc(-c2cn(CC3CC3)nn2)cn1,1,1,0,1,1,1,8.113,8.113,8.113,145,145
scent_seh_seed43_par800,best_candidate,full,A,Urea formation (amine + amine),c1ccc2c(NCc3ccc4nc(-c5ccc(CO[C@H]6CN7CCC6CC7)cc5)oc4c3)ccnc2c1,1,1,0,1,1,1,8.112,8.112,8.112,146,146
scent_seh_seed43_par800,best_candidate,full,A,SNAr (halo-heteroarene + amine),O=C(NC12CC(C1)C2)c1ccc2nc(-c3cccc(F)n3)oc2c1,1,1,0,1,1,1,8.111,8.111,8.111,147,147
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),O=C(NC1CC1)c1ccc2nc(-c3ccc(COCC4CNC4)cc3)oc2c1,1,1,0,1,1,1,8.111,8.111,8.111,148,148
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,O=C(O)c1cccc(-c2ccc3nc(-c4ccc(CNC56CC(C5)C6)cc4)[nH]c3c2)c1,1,1,0,1,1,1,8.11,8.11,8.11,149,149
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),Nc1cccc(-c2ccc3nc(-c4ccc(COCC5CNC5)cc4)oc3c2)c1,1,1,0,1,1,1,8.11,8.11,8.11,150,150
scent_seh_seed43_par800,best_candidate,full,A,Benzoxazole formation,Nc1ccc(C(=O)Nc2cccc(-c3ccc(NC[C@@H]4Cc5ccccc5CN4)cc3)c2)cc1O,1,1,0,1,1,1,8.109,8.109,8.109,151,151
scent_seh_seed43_par800,best_candidate,full,A,Benzimidazole formation,O=C(O)c1ccc2nc(C3CNC3)oc2c1,1,1,0,1,1,1,8.108,8.108,8.108,152,152
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(Nc2ccc3[nH]c([C@@H]4Cc5ccccc5CN4)nc3c2)cc1,1,1,0,1,1,1,8.107,8.107,8.107,153,153
scent_seh_seed43_par800,best_candidate,full,A,Direct acid -> amine (reductive),Nc1ccc(-c2ccc3nc([C@@H]4Cc5ccccc5CN4)[nH]c3c2)cc1,1,1,0,1,1,1,8.107,8.107,8.107,154,154
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,Nc1cccc(-c2ccnc(Nc3cccc4ccn(CC5CC5)c34)c2)c1,1,1,0,1,1,1,8.107,8.107,8.107,155,155
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc(NCCc2c[nH]c3ccccc23)cc1)c1ccc(COCC2CNC2)cc1,1,1,0,1,1,1,8.105,8.105,8.105,156,156
scent_seh_seed43_par800,best_candidate,full,A,Williamson ether synthesis,O=C(NC1CC1)c1ccc2nc([C@@H]3C[C@@H](O)CN3)oc2c1,1,1,0,1,1,1,8.105,8.105,8.105,157,157
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)C1CCN1,1,1,0,1,1,1,8.105,8.105,8.105,158,158
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,Brc1cncc(-c2nnnn2CC2CC2)c1,1,1,0,1,1,1,8.104,8.104,8.104,159,159
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)[C@@H]1CCCN1Cc1ccc(-c2nnn(CC3CC3)n2)nc1,1,1,0,1,1,1,8.104,8.104,8.104,160,160
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(C2=NCCc3ccccc32)c1,1,1,0,1,1,1,8.103,8.103,8.103,161,161
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,O=C(Nc1ccc(Br)cc1)C1CNC1,1,1,0,1,1,1,8.102,8.102,8.102,163,163
scent_seh_seed43_par800,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1ccc(CO[C@H]2CN3CCC2CC3)c(CNc2ccc(NCc3c[nH]c4ccccc34)cc2)c1,1,1,0,1,1,1,8.102,8.102,8.102,164,164
scent_seh_seed43_par800,best_candidate,full,A,Amide coupling,Nc1cccc(-c2ccnc(NCc3c[nH]c4ccccc34)c2)c1,1,1,0,1,1,1,8.1,8.1,8.1,165,165
scent_seh_seed43_par800,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(-c2nc3ccc(CNC45CC(C4)C5)cc3o2)c1,1,1,0,1,1,1,8.1,8.1,8.1,166,166
