strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,0.84,0.192,43.7257,63.3626,8.1425,0.0,4.6984,120.9611,21,20790
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3077,0.3077,0,0
