gate,best_modes,best_rxn_per_mode,best_stop_reason,hub_modes,hub_rxn_per_mode,hub_stop_reason,edge,hub_hubs_used,hub_reward_gen_calls,pool_limited
-4.0,300,3.84,modes,300,1.62,modes,2.37,60,112738,False
-3.5,300,3.84,modes,300,1.58,modes,2.43,56,101693,False
-3.0,300,3.84,modes,300,1.513,modes,2.538,49,88595,False
-2.5,300,3.84,modes,300,1.517,modes,2.531,49,88595,False
-2.0,300,3.84,modes,300,1.49,modes,2.577,46,80267,False
-1.5,300,3.84,modes,300,1.48,modes,2.595,45,78495,False
-1.0,300,3.84,modes,300,1.483,modes,2.589,45,78495,False
