cell,arm,slice,class,named_reaction,parent,n_molecules,n_wells,n_multi_product_wells,n_distinct_reagent_sets,n_distinct_parents,n_distinct_templates,reward_min,reward_median,reward_max,first_step,last_step
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1cc(NCc2ccc3nc(C4CNC4)[nH]c3c2)cc(-c2c[nH]cn2)c1,1,1,0,1,1,1,8.319,8.319,8.319,9,9
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling (pinacol boronate),Brc1cn(CC2CC2)cn1,1,1,0,1,1,1,8.315,8.315,8.315,10,10
scent_seh_seed44_par10,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1cc(NCc2ccc3nc(C4CNC4)oc3c2)[nH]n1,1,1,0,1,1,1,8.313,8.313,8.313,11,11
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(NC1CC1)c1ccc2oc(-c3ccc(CCl)cc3)nc2c1,1,1,0,1,1,1,8.31,8.31,8.31,12,12
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)c1,1,1,0,1,1,1,8.309,8.309,8.309,13,13
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1ccc2nc(C3CNC3)oc2c1,1,1,0,1,1,1,8.305,8.305,8.305,14,14
scent_seh_seed44_par10,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2ccc(C3=NCCc4ccccc43)cc2)cc1,1,1,0,1,1,1,8.305,8.305,8.305,15,15
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cc(-c2ccc3[nH]ccc3c2)n[nH]1)C1CNC1,1,1,0,1,1,1,8.303,8.303,8.303,16,16
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCc2ccc3oc(C4CNC4)nc3c2)c1,1,1,0,1,1,1,8.298,8.298,8.298,17,17
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1nc(-c2ccc(NCc3ccc4[nH]c(C5CCN5)nc4c3)nc2)c[nH]1,1,1,0,1,1,1,8.293,8.293,8.293,18,18
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccc(-c2nc3ccc(-c4nnn(CC5CC5)n4)cc3[nH]2)cc1,1,1,0,1,1,1,8.287,8.287,8.287,19,19
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,1,1,0,1,1,1,8.28,8.28,8.28,21,21
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1nc(-c2ccc(NCc3ccc(CO[C@H]4CN5CCC4CC5)cc3)cc2)c[nH]1,1,1,0,1,1,1,8.277,8.277,8.277,22,22
scent_seh_seed44_par10,best_candidate,full,A,Buchwald-Hartwig amination,O=C(NC1CC1)c1cccc(-c2nc3cc(Br)ccc3[nH]2)c1,1,1,0,1,1,1,8.277,8.277,8.277,23,23
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,Nc1cccc2ccn(Cc3ccc(-c4nnn(CC5CC5)n4)cc3)c12,1,1,0,1,1,1,8.276,8.276,8.276,24,24
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1cccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)c1,1,1,0,1,1,1,8.275,8.275,8.275,25,25
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1ccc(-c2cc(NC[C@@H]3Cc4ccccc4CN3)[nH]n2)cc1,1,1,0,1,1,1,8.271,8.271,8.271,26,26
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2oc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)nc2c1,1,1,0,1,1,1,8.266,8.266,8.266,27,27
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.265,8.265,8.265,28,28
scent_seh_seed44_par10,best_candidate,full,A,Benzoxazole formation,Nc1cc(-c2nnnn2Cc2ccc(-c3nnn(CC4CC4)n3)cc2)ccc1O,1,1,0,1,1,1,8.259,8.259,8.259,29,29
scent_seh_seed44_par10,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2c[nH]c3ccc(-c4nnn(CC5CC5)n4)cc23)cc1,1,1,0,1,1,1,8.254,8.254,8.254,30,30
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,1,1,0,1,1,1,8.247,8.247,8.247,33,33
scent_seh_seed44_par10,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1cccc(-c2ccc(NCc3cccc(C4=NCCc5ccccc54)c3)cc2)c1,1,1,0,1,1,1,8.246,8.246,8.246,34,34
scent_seh_seed44_par10,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2cccc(C(=O)NC3CC3)c2)cc1,1,1,0,1,1,1,8.243,8.243,8.243,35,35
scent_seh_seed44_par10,best_candidate,full,A,Buchwald-Hartwig amination,Brc1cccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)c1,1,1,0,1,1,1,8.235,8.235,8.235,36,36
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(NCc2cccc(-c3nc4ccccc4o3)c2)cc1,1,1,0,1,1,1,8.234,8.234,8.234,37,37
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,1,1,0,1,1,1,8.233,8.233,8.233,38,38
scent_seh_seed44_par10,best_candidate,full,A,Benzimidazole formation,Nc1ccc(CNc2cccc(-c3cnc(F)nc3)c2)cc1N,1,1,0,1,1,1,8.232,8.232,8.232,39,39
scent_seh_seed44_par10,best_candidate,full,A,Benzimidazole formation,Nc1ccc(C(=O)NCc2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)cc1N,1,1,0,1,1,1,8.232,8.232,8.232,40,40
scent_seh_seed44_par10,best_candidate,full,A,Urea formation (amine + amine),Nc1cccc(-c2cc(NC(=O)c3ccc(CO[C@H]4CN5CCC4CC5)cc3)[nH]n2)c1,1,1,0,1,1,1,8.231,8.231,8.231,41,41
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,Brc1ccc2c(C3NCCc4ccccc43)c[nH]c2c1,1,1,0,1,1,1,8.226,8.226,8.226,42,42
scent_seh_seed44_par10,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc(NCc2ccc(C(=O)NC3CC3)cc2)cc1,1,1,0,1,1,1,8.221,8.221,8.221,43,43
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1cccc(C2=NCCc3ccccc32)c1,1,1,0,1,1,1,8.221,8.221,8.221,44,44
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1,1,1,0,1,1,1,8.218,8.218,8.218,45,45
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(NCc1c[nH]c2ccccc12)c1cccc(-c2cc(C3NCCc4ccccc43)ccn2)c1,1,1,0,1,1,1,8.217,8.217,8.217,46,46
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1cccc2oc(C3CCN3)nc12,1,1,0,1,1,1,8.217,8.217,8.217,47,47
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccc(COCC2CNC2)cc1,1,1,0,1,1,1,8.214,8.214,8.214,48,48
scent_seh_seed44_par10,best_candidate,full,A,Williamson ether synthesis,O=C(c1ccc(CCl)cc1)N(Cc1ccc(-c2nnn(CC3CC3)n2)nc1)c1ccnc2ccccc12,1,1,0,1,1,1,8.208,8.208,8.208,49,49
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1ccc(-c2nc(-c3cccc(-c4nnn(CC5CC5)n4)c3)cs2)cc1,1,1,0,1,1,1,8.207,8.207,8.207,50,50
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1cccc(-c2cc(NC(=O)c3ccc(COCC4CNC4)cc3)[nH]n2)c1,1,1,0,1,1,1,8.206,8.206,8.206,51,51
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1ccc2[nH]c(C3CCNCC3)nc2c1,1,1,0,1,1,1,8.205,8.205,8.205,52,52
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1ccc(-c2ccc(NCc3ccc(-c4nnn(CC5CC5)n4)nc3)cc2)cc1,1,1,0,1,1,1,8.205,8.205,8.205,53,53
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling (pinacol boronate),CC1(C)OB(c2ccc(NCc3ccc4nc(C5CNC5)oc4c3)nc2)OC1(C)C,1,1,0,1,1,1,8.205,8.205,8.205,54,54
scent_seh_seed44_par10,best_candidate,full,A,Pictet-Spengler cyclisation,O=C(O)c1cccc(-c2ccc(NCc3ccc4[nH]c(C5CNC5)nc4c3)cc2)c1,1,1,0,1,1,1,8.204,8.204,8.204,55,55
scent_seh_seed44_par10,best_candidate,full,A,Benzoxazole formation,Nc1cc(-c2nc3cc(CNC45CC(C4)C5)ccc3[nH]2)ccc1O,1,1,0,1,1,1,8.203,8.203,8.203,56,56
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2oc(-c3cccc(C4=NCCc5ccccc54)c3)nc2c1,1,1,0,1,1,1,8.2,8.2,8.2,58,58
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,NCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.2,8.2,8.2,59,59
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1cc(-c2cccc(-c3nc4ccc(C(=O)NC5CC5)cc4o3)c2)n[nH]1,1,1,0,1,1,1,8.199,8.199,8.199,60,60
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1cccc(-c2nc3ccc(-c4nc5cc(CNC67CC(C6)C7)ccc5[nH]4)cc3o2)c1,1,1,0,1,1,1,8.199,8.199,8.199,61,61
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(NCc1c[nH]c2ccccc12)[C@@H]1C[C@@H](OCc2ccc(-c3nnn(CC4CC4)n3)cc2)CN1,1,1,0,1,1,1,8.197,8.197,8.197,62,62
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1cccc(-c2ccc3nc(-c4cccc(C(=O)NC5CC5)c4)[nH]c3c2)c1,1,1,0,1,1,1,8.195,8.195,8.195,64,64
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(-c2nnn(Cc3ccc(C4=NCCc5ccccc54)cc3)n2)c1,1,1,0,1,1,1,8.193,8.193,8.193,65,65
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,O=C(Nc1cccc(B(O)O)c1)c1ccc2nc(-c3ccccc3)oc2c1,1,1,0,1,1,1,8.19,8.19,8.19,67,67
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,Brc1ccc2nc(C3CNC3)[nH]c2c1,1,1,0,1,1,1,8.189,8.189,8.189,68,68
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1ccc(Cn2cc(CNC(=O)C3CNC3)c3ccccc32)cc1,1,1,0,1,1,1,8.188,8.188,8.188,69,69
scent_seh_seed44_par10,best_candidate,full,A,Buchwald-Hartwig amination,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,1,1,0,1,1,1,8.184,8.184,8.184,70,70
scent_seh_seed44_par10,best_candidate,full,A,Benzimidazole formation,Nc1ccc(-c2nnnn2Cc2ccc(C(=O)NC3CC3)cc2)cc1N,1,1,0,1,1,1,8.184,8.184,8.184,71,71
scent_seh_seed44_par10,best_candidate,full,A,Benzimidazole formation,Nc1ccc(-c2nnn(Cc3ccc(-c4nnn(CC5CC5)n4)cc3)n2)cc1N,1,1,0,1,1,1,8.184,8.184,8.184,73,73
scent_seh_seed44_par10,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1cccc(-c2cccc(-c3nc4cc(CNC56CC(C5)C6)ccc4o3)c2)c1,1,1,0,1,1,1,8.181,8.181,8.181,74,74
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1cccc(CNc2cccc(-c3cc(NC(=O)C4CNC4)[nH]n3)c2)c1,1,1,0,1,1,1,8.181,8.181,8.181,75,75
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1c[nH]c2ccc(-c3nnn(CC4CC4)n3)cc12,1,1,0,1,1,1,8.179,8.179,8.179,77,77
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (aldehyde),NCCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.179,8.179,8.179,78,78
scent_seh_seed44_par10,best_candidate,full,A,Williamson ether synthesis,ClCc1ccc(-c2nc3ccc(-c4cccc(NC[C@@H]5Cc6ccccc6CN5)c4)cc3o2)cc1,1,1,0,1,1,1,8.178,8.178,8.178,79,79
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)[C@@H]1Cc2ccccc2CN1,1,1,0,1,1,1,8.177,8.177,8.177,80,80
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1ccc(-c2cccc(NCc3ccc4oc(C5CNC5)nc4c3)c2)cc1,1,1,0,1,1,1,8.177,8.177,8.177,81,81
scent_seh_seed44_par10,best_candidate,full,A,SNAr (halo-heteroarene + amine),Fc1cc(-c2cccc(NCc3ccc4nc(C5CNC5)oc4c3)c2)ccn1,1,1,0,1,1,1,8.175,8.175,8.175,83,83
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc(-c2ccnc(NCCc3c[nH]c4ccccc34)c2)cc1)C1CCN1,1,1,0,1,1,1,8.175,8.175,8.175,84,84
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2nc(-c3ccccc3NCc3ccc(-c4nnn(CC5CC5)n4)nc3)oc2c1,1,1,0,1,1,1,8.172,8.172,8.172,85,85
scent_seh_seed44_par10,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc(Cn2cc(CCNCc3ccc(CO[C@H]4CN5CCC4CC5)cc3)c3ccccc32)cc1,1,1,0,1,1,1,8.168,8.168,8.168,87,87
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc(-c2cn(CC3CC3)nn2)cc1)Nc1cccc2cc[nH]c12,1,1,0,1,1,1,8.167,8.167,8.167,88,88
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling (pinacol boronate),O=C(Nc1ccc(Br)cc1)Nc1ccnc2ccccc12,1,1,0,1,1,1,8.166,8.166,8.166,89,89
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,O=C(Nc1ccc(Br)cc1)C1CCN1,1,1,0,1,1,1,8.165,8.165,8.165,90,90
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)[C@@H]1CCCN(C(=O)NCc2cn(CC3CC3)c3ccccc23)C1,1,1,0,1,1,1,8.162,8.162,8.162,91,91
scent_seh_seed44_par10,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1cccc(-c2nc3ccc(-c4nnn(CC5CC5)n4)cc3[nH]2)c1,1,1,0,1,1,1,8.162,8.162,8.162,92,92
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling (pinacol boronate),CC1(C)OB(c2ccc(NCc3ccc4oc(-c5ccc(CO[C@H]6CN7CCC6CC7)cc5)nc4c3)nc2)OC1(C)C,1,1,0,1,1,1,8.159,8.159,8.159,94,94
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,O=C(NCCc1cn(CC2CC2)c2ccccc12)c1cccc(B(O)O)c1,1,1,0,1,1,1,8.159,8.159,8.159,96,96
scent_seh_seed44_par10,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1cncc(-c2ccc(NCc3ccc4[nH]c(C5CNC5)nc4c3)nc2)c1,1,1,0,1,1,1,8.158,8.158,8.158,97,97
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1ccc(-c2cccc(NC(=O)c3ccc4nc(C5CNC5)[nH]c4c3)c2)cc1,1,1,0,1,1,1,8.157,8.157,8.157,98,98
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),c1ccc2c(NCc3ccc4nc(C5CNC5)oc4c3)ccnc2c1,1,1,0,1,1,1,8.156,8.156,8.156,99,99
scent_seh_seed44_par10,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc(Cn2nncc2CNC(=O)c2ccc3nc(C4CNC4)oc3c2)cc1,1,1,0,1,1,1,8.156,8.156,8.156,101,101
scent_seh_seed44_par10,best_candidate,full,A,Buchwald-Hartwig amination,Brc1ccc2nc(-c3ccc(-c4nnn(CC5CC5)n4)nc3)oc2c1,1,1,0,1,1,1,8.155,8.155,8.155,102,102
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(NCc1c[nH]c2ccccc12)[C@@H]1CCCN(C(=O)c2ccc(CO[C@H]3CN4CCC3CC4)cc2)C1,1,1,0,1,1,1,8.155,8.155,8.155,103,103
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCC2CCN2)c1,1,1,0,1,1,1,8.154,8.154,8.154,104,104
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc(-c2ccc3[nH]ccc3c2)cc1)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,1,1,0,1,1,1,8.154,8.154,8.154,105,105
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(NC1CC1)c1ccc(CCl)cc1,1,1,0,1,1,1,8.152,8.152,8.152,106,106
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),NC1(C(=O)Nc2ccnc3ccccc23)CCC1,1,1,0,1,1,1,8.152,8.152,8.152,107,107
scent_seh_seed44_par10,best_candidate,full,A,Buchwald-Hartwig amination,O=C(Nc1ccc(Br)cc1)C1CCN1,1,1,0,1,1,1,8.152,8.152,8.152,108,108
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,Brc1cn(CC2CC2)cn1,1,1,0,1,1,1,8.151,8.151,8.151,109,109
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1ccc2oc(-c3ccc4nc(-c5ccc6oc(C7CNC7)nc6c5)[nH]c4c3)nc2c1,1,1,0,1,1,1,8.15,8.15,8.15,110,110
scent_seh_seed44_par10,best_candidate,full,A,Pictet-Spengler cyclisation,O=C(O)c1ccc2nc(-c3ccc4nc(-c5ccc(CO[C@H]6CN7CCC6CC7)cc5)oc4c3)[nH]c2c1,1,1,0,1,1,1,8.15,8.15,8.15,111,111
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1cccc(-c2ccc3oc(-c4ccc(CO[C@H]5CN6CCC5CC6)cc4)nc3c2)c1,1,1,0,1,1,1,8.15,8.15,8.15,112,112
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCc2ccc3oc([C@@H]4CCCN4)nc3c2)c1,1,1,0,1,1,1,8.149,8.149,8.149,113,113
scent_seh_seed44_par10,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc(COC[C@H]2CCCN2Cc2ccc3oc(C4CNC4)nc3c2)cc1,1,1,0,1,1,1,8.149,8.149,8.149,114,114
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling (pinacol boronate),Brc1ccc2nc(-c3ccccc3CO[C@H]3CN4CCC3CC4)oc2c1,1,1,0,1,1,1,8.148,8.148,8.148,115,115
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1cccc2oc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)nc12,1,1,0,1,1,1,8.146,8.146,8.146,116,116
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (aldehyde),Nc1cccc2ccn(CC3CC3)c12,1,1,0,1,1,1,8.146,8.146,8.146,117,117
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,Brc1cncc(-c2nnn(Cc3ccc(-c4nnn(CC5CC5)n4)cc3)n2)c1,1,1,0,1,1,1,8.143,8.143,8.143,118,118
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1nc(-c2ccc(NCc3cn(CC4CC4)c4ccccc34)nc2)cs1,1,1,0,1,1,1,8.143,8.143,8.143,119,119
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),Nc1cc(-c2cccc(-c3nc4ccccc4o3)c2)n[nH]1,1,1,0,1,1,1,8.14,8.14,8.14,121,121
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),O=C(O)c1cccc(C2NCCc3ccccc32)c1,1,1,0,1,1,1,8.14,8.14,8.14,122,122
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,O=C(NC1CC1)c1cccc(B(O)O)c1,1,1,0,1,1,1,8.135,8.135,8.135,124,124
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1ccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)cc1,1,1,0,1,1,1,8.135,8.135,8.135,125,125
scent_seh_seed44_par10,best_candidate,full,A,Tetrazole formation (nitrile + alkyl halide),N#Cc1cccc(-c2ccc3c(-c4nc5ccc(C(=O)NC6CC6)cc5o4)c[nH]c3c2)c1,1,1,0,1,1,1,8.134,8.134,8.134,126,126
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccc2nc(-c3ccc4nc(C5CCNCC5)[nH]c4c3)oc2c1,1,1,0,1,1,1,8.134,8.134,8.134,127,127
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1cc(-c2ccc3[nH]ccc3c2)c2oc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)nc2c1,1,1,0,1,1,1,8.133,8.133,8.133,128,128
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (aldehyde),Nc1cccc(-c2ccc(NC(=O)C3CCN3)cc2)c1,1,1,0,1,1,1,8.133,8.133,8.133,129,129
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,c1cc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)c2c(c1)ccn2CC1CC1,1,1,0,1,1,1,8.13,8.13,8.13,131,131
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),NC1(c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)CCC1,1,1,0,1,1,1,8.129,8.129,8.129,133,133
scent_seh_seed44_par10,best_candidate,full,A,Triazole formation (alkyne + alkyl halide),C#Cc1ccc2c(-c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)c[nH]c2c1,1,1,0,1,1,1,8.129,8.129,8.129,134,134
scent_seh_seed44_par10,best_candidate,full,A,SNAr (halo-heteroarene + amine),Fc1ccc(-c2nnnn2Cc2ccc(-c3nnn(CC4CC4)n3)cc2)cn1,1,1,0,1,1,1,8.129,8.129,8.129,135,135
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc2c(ccn2Cc2cccc(-c3nnn(CC4CC4)n3)c2)c1,1,1,0,1,1,1,8.129,8.129,8.129,136,136
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,O=C(Nc1ccc(Br)cc1)c1ccc2nc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)[nH]c2c1,1,1,0,1,1,1,8.128,8.128,8.128,137,137
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1ccc(NCc2ccc3nc(C4CNC4)[nH]c3c2)cc1,1,1,0,1,1,1,8.127,8.127,8.127,138,138
scent_seh_seed44_par10,best_candidate,full,A,Buchwald-Hartwig amination,Brc1ccc2nc(-c3ccc4oc(C5CNC5)nc4c3)[nH]c2c1,1,1,0,1,1,1,8.127,8.127,8.127,139,139
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),O=C(NCc1cn(CC2CC2)nn1)c1cccc(-c2c[nH]cn2)c1,1,1,0,1,1,1,8.126,8.126,8.126,140,140
scent_seh_seed44_par10,best_candidate,full,A,Direct acid -> amine (reductive),NC1(c2nc3ccc(C(=O)NC4CC4)cc3[nH]2)CCC1,1,1,0,1,1,1,8.124,8.124,8.124,141,141
scent_seh_seed44_par10,best_candidate,full,A,Buchwald-Hartwig amination,NCc1cn(CC2CC2)c2ccccc12,1,1,0,1,1,1,8.124,8.124,8.124,142,142
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),c1cc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)c2[nH]ccc2c1,1,1,0,1,1,1,8.124,8.124,8.124,143,143
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling (pinacol boronate),O=C(NCCc1ccccc1Br)[C@@H]1Cc2ccccc2CN1,1,1,0,1,1,1,8.122,8.122,8.122,144,144
scent_seh_seed44_par10,best_candidate,full,A,Benzoxazole formation,Nc1c(O)cccc1C(=O)Nc1cccc(-c2cn(CC3CC3)cn2)c1,1,1,0,1,1,1,8.121,8.121,8.121,145,145
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,OB(O)c1cccc(NCc2cccc3oc(C4CNC4)nc23)c1,1,1,0,1,1,1,8.12,8.12,8.12,146,146
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1ccccc1CO[C@H]1CN2CCC1CC2,1,1,0,1,1,1,8.118,8.118,8.118,148,148
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (ketone),CC(=O)c1cccc(-c2cc(NC(=O)c3ccc(CO[C@H]4CN5CCC4CC5)cc3)[nH]n2)c1,1,1,0,1,1,1,8.117,8.117,8.117,149,149
scent_seh_seed44_par10,best_candidate,full,A,Suzuki coupling,Brc1ccc2nc(C3CNC3)oc2c1,1,1,0,1,1,1,8.117,8.117,8.117,151,151
scent_seh_seed44_par10,best_candidate,full,A,Amide coupling,O=C(O)c1cccc(N2CCN(C(=O)[C@@H]3Cc4ccccc4CN3)CC2)n1,1,1,0,1,1,1,8.116,8.116,8.116,153,153
scent_seh_seed44_par10,best_candidate,full,A,N-alkylation (azole N-H + alkyl halide),BrCc1cccc(-c2nnn(CC3CC3)n2)c1,1,1,0,1,1,1,8.116,8.116,8.116,154,154
scent_seh_seed44_par10,best_candidate,full,A,Reductive amination (aldehyde),O=Cc1ccc(C(=O)NC2CC2)cc1,1,1,0,1,1,1,8.115,8.115,8.115,155,155
