gate,best_modes,best_rxn_per_mode,best_stop_reason,hub_modes,hub_rxn_per_mode,hub_stop_reason,edge,hub_hubs_used,hub_reward_gen_calls,pool_limited
0.5,277,2.935,pool_exhausted,300,1.833,modes,1.601,126,108373,False
0.7,232,2.944,pool_exhausted,300,2.08,modes,1.415,163,153281,False
0.9,147,2.98,pool_exhausted,190,2.516,pool_exhausted,1.184,145,162042,True
