strategy,tau,similarity,modes,reactions_used,reactions_per_mode,reward_gen_calls,stop_reason,pool_limited,total_modes_run,total_reactions_run,wall_s
best_candidate,6.5,0.45,89,299,3.3596,0,reactions,False,90,301,4.47
hub_batching,6.5,0.5,258,300,1.1628,92304,reactions,False,258,300,0.26
best_candidate,6.5,0.5,95,297,3.1263,0,reactions,False,96,301,5.25
hub_batching,6.5,0.55,264,300,1.1364,62434,reactions,False,264,300,0.2
best_candidate,6.5,0.55,97,299,3.0825,0,reactions,False,98,302,4.2
hub_batching,6.5,0.6,271,300,1.107,52865,reactions,False,271,300,0.18
best_candidate,6.5,0.6,105,300,2.8571,0,reactions,False,105,300,3.23
hub_batching,6.5,0.65,274,300,1.0949,39244,reactions,False,274,300,0.16
best_candidate,6.5,0.65,108,300,2.7778,0,reactions,False,108,300,2.6
hub_batching,6.5,0.7,275,300,1.0909,29816,reactions,False,275,300,0.14
best_candidate,6.5,0.7,110,299,2.7182,0,reactions,False,111,302,2.17
hub_batching,6.5,0.75,277,300,1.083,28491,reactions,False,277,300,0.12
best_candidate,6.5,0.75,118,300,2.5424,0,reactions,False,118,300,1.86
hub_batching,6.5,0.8,277,300,1.083,19063,reactions,False,277,300,0.11
best_candidate,6.5,0.8,120,298,2.4833,0,reactions,False,121,301,1.66
hub_batching,6.5,0.85,277,300,1.083,19063,reactions,False,277,300,0.11
best_candidate,6.5,0.85,119,299,2.5126,0,reactions,False,120,302,1.45
hub_batching,6.5,0.9,277,300,1.083,19063,reactions,False,277,300,0.11
best_candidate,6.5,0.9,119,299,2.5126,0,reactions,False,120,302,1.38
hub_batching,6.75,0.3,123,267,2.1707,826502,pool_exhausted,True,123,267,1.69
best_candidate,6.75,0.3,81,300,3.7037,0,reactions,False,81,300,0.34
hub_batching,6.75,0.35,176,300,1.7045,571946,reactions,False,176,300,1.04
best_candidate,6.75,0.35,81,297,3.6667,0,reactions,False,82,301,0.71
hub_batching,6.75,0.4,220,300,1.3636,312236,reactions,False,220,300,0.59
best_candidate,6.75,0.4,86,299,3.4767,0,reactions,False,87,303,1.72
hub_batching,6.75,0.45,242,299,1.2355,212510,reactions,False,243,301,0.45
best_candidate,6.75,0.45,89,299,3.3596,0,reactions,False,90,301,3.83
hub_batching,6.75,0.5,256,300,1.1719,111536,reactions,False,256,300,0.27
best_candidate,6.75,0.5,95,297,3.1263,0,reactions,False,96,301,5.26
hub_batching,6.75,0.55,261,300,1.1494,84048,reactions,False,261,300,0.23
best_candidate,6.75,0.55,97,299,3.0825,0,reactions,False,98,302,4.2
hub_batching,6.75,0.6,268,300,1.1194,56460,reactions,False,268,300,0.18
best_candidate,6.75,0.6,105,300,2.8571,0,reactions,False,105,300,3.21
hub_batching,6.75,0.65,271,300,1.107,52865,reactions,False,271,300,0.18
best_candidate,6.75,0.65,108,300,2.7778,0,reactions,False,108,300,2.6
hub_batching,6.75,0.7,274,300,1.0949,39244,reactions,False,274,300,0.16
best_candidate,6.75,0.7,110,299,2.7182,0,reactions,False,111,302,2.17
hub_batching,6.75,0.75,275,300,1.0909,29816,reactions,False,275,300,0.14
best_candidate,6.75,0.75,118,300,2.5424,0,reactions,False,118,300,1.86
hub_batching,6.75,0.8,275,300,1.0909,29816,reactions,False,275,300,0.14
best_candidate,6.75,0.8,120,298,2.4833,0,reactions,False,121,301,1.66
hub_batching,6.75,0.85,275,300,1.0909,29816,reactions,False,275,300,0.13
best_candidate,6.75,0.85,119,299,2.5126,0,reactions,False,120,302,1.45
hub_batching,6.75,0.9,275,300,1.0909,29816,reactions,False,275,300,0.13
best_candidate,6.75,0.9,119,299,2.5126,0,reactions,False,120,302,1.38
hub_batching,7.0,0.3,98,230,2.3469,826926,pool_exhausted,True,98,230,1.34
best_candidate,7.0,0.3,81,300,3.7037,0,reactions,False,81,300,0.28
hub_batching,7.0,0.35,155,299,1.929,707523,reactions,False,156,301,1.23
best_candidate,7.0,0.35,81,297,3.6667,0,reactions,False,82,301,0.56
hub_batching,7.0,0.4,197,300,1.5228,397475,reactions,False,197,300,0.71
best_candidate,7.0,0.4,86,299,3.4767,0,reactions,False,87,303,1.26
hub_batching,7.0,0.45,221,299,1.3529,277163,reactions,False,222,301,0.52
best_candidate,7.0,0.45,89,299,3.3596,0,reactions,False,90,301,2.94
hub_batching,7.0,0.5,245,300,1.2245,189108,reactions,False,245,300,0.38
best_candidate,7.0,0.5,95,297,3.1263,0,reactions,False,96,301,5.19
hub_batching,7.0,0.55,257,300,1.1673,109058,reactions,False,257,300,0.26
best_candidate,7.0,0.55,97,299,3.0825,0,reactions,False,98,302,4.22
hub_batching,7.0,0.6,263,300,1.1407,64742,reactions,False,263,300,0.2
best_candidate,7.0,0.6,105,300,2.8571,0,reactions,False,105,300,3.22
hub_batching,7.0,0.65,268,300,1.1194,56460,reactions,False,268,300,0.18
best_candidate,7.0,0.65,108,300,2.7778,0,reactions,False,108,300,2.61
hub_batching,7.0,0.7,271,300,1.107,52865,reactions,False,271,300,0.18
best_candidate,7.0,0.7,110,299,2.7182,0,reactions,False,111,302,2.15
hub_batching,7.0,0.75,274,300,1.0949,39244,reactions,False,274,300,0.16
best_candidate,7.0,0.75,118,300,2.5424,0,reactions,False,118,300,1.86
hub_batching,7.0,0.8,275,300,1.0909,29816,reactions,False,275,300,0.15
best_candidate,7.0,0.8,120,298,2.4833,0,reactions,False,121,301,1.66
hub_batching,7.0,0.85,275,300,1.0909,29816,reactions,False,275,300,0.15
best_candidate,7.0,0.85,119,299,2.5126,0,reactions,False,120,302,1.46
hub_batching,7.0,0.9,275,300,1.0909,29816,reactions,False,275,300,0.15
best_candidate,7.0,0.9,119,299,2.5126,0,reactions,False,120,302,1.38
hub_batching,7.25,0.3,69,173,2.5072,828448,pool_exhausted,True,69,173,1.35
best_candidate,7.25,0.3,81,300,3.7037,0,reactions,False,81,300,0.21
hub_batching,7.25,0.35,132,273,2.0682,826926,pool_exhausted,True,132,273,1.3
best_candidate,7.25,0.35,81,297,3.6667,0,reactions,False,82,301,0.4
hub_batching,7.25,0.4,173,299,1.7283,582446,reactions,False,174,302,0.96
best_candidate,7.25,0.4,86,299,3.4767,0,reactions,False,87,303,0.78
hub_batching,7.25,0.45,207,299,1.4444,359639,reactions,False,208,301,0.63
best_candidate,7.25,0.45,89,299,3.3596,0,reactions,False,90,301,1.84
hub_batching,7.25,0.5,224,300,1.3393,274271,reactions,False,224,300,0.49
best_candidate,7.25,0.5,95,297,3.1263,0,reactions,False,96,301,3.48
hub_batching,7.25,0.55,240,300,1.25,227861,reactions,False,240,300,0.43
