strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,0.827,0.2,54.1052,27.4177,9.0848,0.0,6.3154,97.9502,17,25095
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.4539,0.4539,0,0
