strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,30.344,0.192,0.0,0.0,0.0,184069.4714,14.8713,184114.8787,68,88949
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.2702,0.2702,0,0
