strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,0.549,0.153,59.0934,45.9944,5293.6084,0.0,9.3956,5408.7938,99,37577
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3888,0.3888,0,0
