gate,best_modes,best_rxn_per_mode,best_stop_reason,hub_modes,hub_rxn_per_mode,hub_stop_reason,edge,hub_hubs_used,hub_reward_gen_calls,pool_limited
-11.0,300,4.84,modes,300,1.2,modes,4.033,15,22995,False
-10.5,300,4.84,modes,300,1.147,modes,4.22,11,16800,False
-10.0,300,4.84,modes,300,1.107,modes,4.372,8,12810,False
-9.5,300,4.84,modes,300,1.107,modes,4.372,8,12810,False
-9.0,300,4.84,modes,300,1.093,modes,4.428,7,11235,False
-8.5,300,4.84,modes,300,1.093,modes,4.428,7,11235,False
-8.0,300,4.84,modes,300,1.093,modes,4.428,7,11235,False
