recorded_amine,score_amine,counterfactual_amide,score_amide
NCCN[C@@H](CS)CNCCc1ccncc1,0.279744,NCCN[C@@H](CS)C(=O)NCCc1ccncc1,0.021851
Oc1cc(F)c(F)cc1NC[C@H]1CCCN1CC1NCCc2ccccc21,0.999984,O=C(Nc1cc(F)c(F)cc1O)[C@H]1CCCN1CC1NCCc2ccccc21,0.964931
Nc1ccc(NCCN2CCC[C@H](O)C2)cc1N,0.083387,Nc1ccc(NCC(=O)N2CCC[C@H](O)C2)cc1N,0.021363
C[C@@H](CNc1ccccc1S)NC1CNC1,0.598079,C[C@H](NC1CNC1)C(=O)Nc1ccccc1S,0.076524
C[C@H](N)CN(c1cc(Br)ccc1N)C1CCCN(CCCN)C1,0.717539,C[C@H](N)C(=O)N(c1cc(Br)ccc1N)C1CCCN(CCCN)C1,0.829355
COc1ccc(O)c(N(Cc2cccc(Br)c2)CC2CCN2C2CN(C[C@H](C)N)C2)c1,0.966097,COc1ccc(O)c(N(Cc2cccc(Br)c2)CC2CCN2C2CN(C(=O)[C@H](C)N)C2)c1,0.756373
COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)C[C@H]1CCCN1,0.999998,COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)C(=O)[C@H]1CCCN1,0.800171
COCCNCCNCC1CCN1CCCN,0.032705,COCCN(CCNCC1CCN1)C(=O)CCN,0.005524
O=CCN(CCc1ccc(O)cc1)C1CCN(CC2CCN2c2ccc3c(C=O)c[nH]c3c2)C1,0.956044,O=CC(=O)N(CCc1ccc(O)cc1)C1CCN(CC2CCN2c2ccc3c(C=O)c[nH]c3c2)C1,0.68696
CN(CCN1CCC1CNc1ccccc1O)C1CCCNC1,0.55361,CN(CCN1CCC1C(=O)Nc1ccccc1O)C1CCCNC1,0.121393
NCCN(CC1CCN1)c1ccc(Br)cc1,0.016399,NCCN(C(=O)C1CCN1)c1ccc(Br)cc1,0.063762
C#CCNCC1c2cccc(OC)c2CCN1C[C@H]1CCCN1,0.664401,C#CCN(CC1NCCc2c(OC)cccc21)C(=O)[C@H]1CCCN1,0.098504
NCCN1CCN(CC[C@@H](N)CN2CCC2CN(Cc2c[nH]c3cc(Br)ccc23)c2ccccc2O)CC1,0.634171,NCCN1CCN(C(=O)C[C@@H](N)CN2CCC2CN(Cc2c[nH]c3cc(Br)ccc23)c2ccccc2O)CC1,0.897753
NCCNCCNc1ccc(Br)cc1,0.114956,NCCNCC(=O)Nc1ccc(Br)cc1,0.02054
Nc1cc(CN2CCC(=O)CC2)ccc1O,0.093211,Nc1cc(C(=O)N2CCC(=O)CC2)ccc1O,0.003155
BrCCNCCc1ccccc1Br,0.060287,O=C(CBr)NCCc1ccccc1Br,0.000224
COc1ccc(O)c(NCCCN(CCc2c[nH]c3ccccc23)C[C@H]2CCCN2)c1,0.995001,COc1ccc(O)c(N(CCCNCCc2c[nH]c3ccccc23)C(=O)[C@H]2CCCN2)c1,0.842297
CN(CCN(CCc1ccccc1Br)C[C@@H]1CCCN1)c1ccc(N)c(O)c1,0.994685,CN(CCN(CCc1ccccc1Br)C(=O)[C@@H]1CCCN1)c1ccc(N)c(O)c1,0.136257
NCCN1CC(N[C@H](CNc2cc(F)ccc2O)Cc2cccs2)C1,0.764711,NCCN1CC(N[C@@H](Cc2cccs2)C(=O)Nc2cc(F)ccc2O)C1,0.258446
CC[C@H](N)CN1CCCC(N(C[C@H](N)CCSC)c2ccc(Br)cc2O)C1,0.8001,CC[C@H](N)C(=O)N1CCCC(N(C[C@H](N)CCSC)c2ccc(Br)cc2O)C1,0.013962
SC[C@H](CNCCc1ccccc1Br)NC1CCC1,0.272904,O=C(NCCc1ccccc1Br)[C@@H](CS)NC1CCC1,0.004687
Nc1c(O)cccc1CNC1(CN(CCc2c[nH]c3ccccc23)C2CCNC2)CCC1,0.984027,Nc1c(O)cccc1C(=O)NC1(CN(CCc2c[nH]c3ccccc23)C2CCNC2)CCC1,0.978578
O=CCCN(CC=O)[C@H](CS)CN1CCC(Nc2ccnc3ccccc23)CC1,0.353932,O=CCCN(C(=O)C=O)[C@H](CS)CN1CCC(Nc2ccnc3ccccc23)CC1,0.049921
O=C1CN(CCO)C1,0.005379,O=C1CN(C(=O)CO)C1,0.001568
N[C@@H](Cc1ccc(O)cc1)CN1CCC(CNCCc2ccc(O)cc2)CC1,0.927459,N[C@@H](Cc1ccc(O)cc1)CN1CCC(C(=O)NCCc2ccc(O)cc2)CC1,0.312336
NCCCN(CCc1ccncc1)C[C@H]1CCCN1,0.83768,NCCC(=O)N(CCc1ccncc1)C[C@H]1CCCN1,0.07935
O=C(O)C1CCN1C(CBr)CNCCc1c[nH]c2ccccc12,0.638925,O=C(O)C(CBr)N1CCC1C(=O)NCCc1c[nH]c2ccccc12,0.02674
C[C@@H](O)[C@H](N)CN1CC(C(=O)O)C1,0.010755,C[C@@H](O)[C@H](N)C(=O)N1CC(C(=O)O)C1,0.002606
CC(C)C[C@H](CN1CC(Nc2cccc(Br)c2N)C1)N(Cc1c[nH]c2ccc(F)cc12)CC1CCN1,0.829991,CC(C)C[C@H](CN1CC(N(C(=O)C2CCN2)c2cccc(Br)c2N)C1)NCc1c[nH]c2ccc(F)cc12,0.817837
C[C@@H](O)CNc1cc(Br)ccc1N(CCBr)CC1CCNCC1,0.029223,C[C@@H](O)CN(C(=O)C1CCNCC1)c1cc(Br)ccc1NCCBr,0.034885
NCCCN1CCC(CNc2cc(Br)ccc2O)CC1,0.5,NCCCN1CCC(C(=O)Nc2cc(Br)ccc2O)CC1,0.077599
C1C[C@H](CNC2CC2)N(CC2CCN2)C1,0.080461,O=C(NC1CC1)[C@H]1CCCN1CC1CCN1,0.025999
Nc1c(Br)cccc1NC[C@@H]1CCCN1CCC=O,0.281277,Nc1c(Br)cccc1NC(=O)[C@@H]1CCCN1CCC=O,0.023673
CNCCN(CCNC)CCc1c[nH]c2ccccc12,0.405979,CNCC(=O)N(C)CCNCCc1c[nH]c2ccccc12,0.414064
Oc1ccc(Br)cc1N(C[C@H]1CCCN1)C1CNC1,0.456549,O=C([C@H]1CCCN1)N(c1cc(Br)ccc1O)C1CNC1,0.356211
C[C@H](CN1CCNCC1)N(CCC=O)Cc1cccc(Br)c1,0.131049,C[C@H](C(=O)N1CCNCC1)N(CCC=O)Cc1cccc(Br)c1,0.032372
c1ccc(N2CCN(C3CNC3)CC2)c(CCNCC2CCNCC2)c1,0.146905,O=C(NCCc1ccccc1N1CCN(C2CNC2)CC1)C1CCNCC1,0.098818
N[C@H](CS)CN(C[C@H]1CCCN1)C1CC1,0.04179,N[C@H](CS)C(=O)N(C[C@H]1CCCN1)C1CC1,0.0071
BrCCN1CCC(CN(Cc2c[nH]c3ccc(Br)cc23)c2c(Br)cccc2NCC2CCNCC2)CC1,0.906648,O=C(CBr)N(CC1CCNCC1)c1cccc(Br)c1N(Cc1c[nH]c2ccc(Br)cc12)CC1CCNCC1,0.248401
CC(C)C[C@@H](N)CNCCN1CCC1C(=O)O,0.010025,CC(C)C[C@@H](N)CN(CC(=O)O)C(=O)C1CCN1,0.002305
COc1ccccc1CCN(Cc1c[nH]c2ccc(S)cc12)CC1CCN1C[C@H]1CCCN1,0.995289,COc1ccccc1CCN(Cc1c[nH]c2ccc(S)cc12)CC1CCN1C(=O)[C@H]1CCCN1,0.899088
O=C(CBr)CNCCc1ccccc1,0.045397,O=C(CBr)C(=O)NCCc1ccccc1,0.000163
Oc1ccc(F)cc1NC[C@H]1CCCN1CC1CCN1Cc1c[nH]c2ccc(F)cc12,0.993693,O=C(Nc1cc(F)ccc1O)[C@H]1CCCN1CC1CCN1Cc1c[nH]c2ccc(F)cc12,0.97367
CSCC[C@H](N)CNc1cc(CN2CCC2C(=O)O)ccc1O,0.081321,CSCC[C@H](N)CN(C(=O)C1CCN1)c1cc(C(=O)O)ccc1O,0.034521
Sc1ccccc1NCC1CCN(CCCNC2CCCNC2)CC1,0.37031,O=C(Nc1ccccc1S)C1CCN(CCCNC2CCCNC2)CC1,0.233538
Nc1cccc(Br)c1NC[C@H]1CCCN1Cc1ccc(F)cc1,0.680127,Nc1cccc(Br)c1N(C[C@H]1CCCN1)C(=O)c1ccc(F)cc1,0.112775
CC[C@H](N)CN1CC(N(C[C@H]2CCCN2)c2ccc(Br)cc2N)C1,0.628324,CC[C@H](N)CN1CC(N(C(=O)[C@H]2CCCN2)c2ccc(Br)cc2N)C1,0.714711
COc1ccc(N(Cc2c[nH]c3ccc(Br)cc23)CC2CCN2)c(N)c1,0.857885,COc1ccc(N(Cc2c[nH]c3ccc(Br)cc23)C(=O)C2CCN2)c(N)c1,0.827398
N[C@@H](CCCN1CC(=O)C1)CNCCc1ccc(O)cc1,0.899544,N[C@@H](CCC(=O)N1CC(=O)C1)CNCCc1ccc(O)cc1,0.127489
CC[C@@H](CN(Cc1ccc(O)cc1)C[C@@H]1CCCN1Cc1ccc(F)cc1)Nc1cc(Br)ccn1,0.882549,CC[C@@H](CN(Cc1ccc(O)cc1)C[C@@H]1CCCN1)N(C(=O)c1ccc(F)cc1)c1cc(Br)ccn1,0.740051
O=C(O)[C@@H]1CCCN1C1CN(CC2CCN2)C1,0.037764,O=C(O)C1CCN1C(=O)[C@@H]1CCCN1C1CNC1,0.013701
NCCCN(CCN(CCCN)C(CCl)c1ccc(F)cc1)c1ccnc2ccccc12,0.982845,NCCCN(CCN(C(=O)CCN)C(CCl)c1ccc(F)cc1)c1ccnc2ccccc12,0.122498
Nc1cc(Br)ccc1NCC1CN(Cc2ccc(F)cc2)C1,0.596679,Nc1cc(Br)ccc1N(CC1CNC1)C(=O)c1ccc(F)cc1,0.147716
NCCCN1CCC[C@H]1CNCCC(=O)O,0.064548,NCCC(=O)NCCCN1CCC[C@H]1C(=O)O,0.007639
C[C@@H](CN(CCN)C1CC1)NC(CCl)c1ccc(F)cc1F,0.547119,C[C@@H](CN(C(=O)CN)C1CC1)NC(CCl)c1ccc(F)cc1F,0.072512
Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(CCCNC1CN(CC3CCN3)C1)CC2,0.990984,O=C(C1CCN1)N(CCCN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Br)ccc12)C1CNC1,0.975803
Nc1c(F)cccc1CN1CC(N2CCC[C@H]2CNCCc2c[nH]c3ccc(O)cc23)C1,0.999991,Nc1c(F)cccc1CN1CC(N2CCC[C@H]2C(=O)NCCc2c[nH]c3ccc(O)cc23)C1,0.988381
COc1ccccc1CNCCN(Cc1ccc(F)cc1)C1CCNCC1,0.981599,COc1ccccc1CN(CCNC1CCNCC1)C(=O)c1ccc(F)cc1,0.638744
COc1ccccc1CCNC[C@@H](C)N,0.373094,COc1ccccc1CCNC(=O)[C@@H](C)N,0.002928
CNCCN(C[C@H]1CCCN1CCN)c1ccc(F)nc1Br,0.508281,CN(CCN(C[C@H]1CCCN1)c1ccc(F)nc1Br)C(=O)CN,0.034044
CNCCN1CCC(N(C[C@H](N)[C@@H](C)O)c2cccc(Br)c2O)C1,0.107878,CNCC(=O)N1CCC(N(C[C@H](N)[C@@H](C)O)c2cccc(Br)c2O)C1,0.019753
N[C@H](CCN1CCC1CN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1O)CNC1CC1,0.997134,N[C@H](CCN1CCC1CN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1O)C(=O)NC1CC1,0.993682
CNCCN(c1ccccn1)C1CCN(C[C@H]2CCCN2)C1,0.647333,CN(CCN(c1ccccn1)C1CCNC1)C(=O)[C@H]1CCCN1,0.060329
C[C@H](CNC1CC1)N(Cc1c[nH]c2ccc(F)cc12)C[C@@H]1CCCN1C(CCl)c1ccc(Br)cc1,0.989192,C[C@H](C(=O)NC1CC1)N(Cc1c[nH]c2ccc(F)cc12)C[C@@H]1CCCN1C(CCl)c1ccc(Br)cc1,0.978791
C=CCN(C)CCN(c1ccccc1O)C1CCCN(Cc2cccc(Br)c2)C1,0.989652,C=CC(=O)N(C)CCN(c1ccccc1O)C1CCCN(Cc2cccc(Br)c2)C1,0.735546
NCCCN(CCCN(CCc1ccc(O)cc1)CC1CCN1)CCc1ccc(O)cc1,0.448918,NCCCN(CCCN(CCc1ccc(O)cc1)C(=O)C1CCN1)CCc1ccc(O)cc1,0.543998
N[C@H](CO)CN(CC=O)c1ccc(Br)cc1,0.000442,N[C@H](CO)CN(C(=O)C=O)c1ccc(Br)cc1,0.000579
CNCCN[C@H](Cc1ccc(O)cc1)CN1CCC(=O)CC1,0.602219,CNCCN[C@H](Cc1ccc(O)cc1)C(=O)N1CCC(=O)CC1,0.059859
COc1cccc(CN(Cc2c[nH]c3cc(Br)ccc23)CC2CCNCC2)c1,0.995324,COc1cccc(CN(Cc2c[nH]c3cc(Br)ccc23)C(=O)C2CCNCC2)c1,0.679903
NCCN(c1ccc(CN2CCC[C@@H](O)C2)cc1Br)C1CCN(Cc2c[nH]c3ccc(Br)cc23)CC1,0.928363,NCCN(c1ccc(C(=O)N2CCC[C@@H](O)C2)cc1Br)C1CCN(Cc2c[nH]c3ccc(Br)cc23)CC1,0.860209
C=CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1C[C@H](C)NCc1cccc(F)c1F,0.982337,C=CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1C[C@H](C)NC(=O)c1cccc(F)c1F,0.98219
NCCN(C[C@@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12)c1ccccc1O,0.995542,NCC(=O)N(C[C@@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12)c1ccccc1O,0.994924
NCCN(Cc1ccc(O)cc1)C[C@H]1CCCN1C[C@H](N)Cc1c[nH]c2ccccc12,0.981692,NCC(=O)N(Cc1ccc(O)cc1)C[C@H]1CCCN1C[C@H](N)Cc1c[nH]c2ccccc12,0.976508
C[C@H](NC[C@@H]1CCCN1CC1CCN1)c1ccccc1,0.786604,C[C@@H](c1ccccc1)N(C[C@@H]1CCCN1)C(=O)C1CCN1,0.078713
COc1ccccc1CCNCCCN1CC(N(CCN)c2ccccc2O)C1,0.99351,COc1ccccc1CCN(CCCN1CC(Nc2ccccc2O)C1)C(=O)CN,0.693993
Brc1ccc2c(CNc3cccc(Br)c3NC3CN(C[C@H]4CCCN4)C3)c[nH]c2c1,0.925514,O=C([C@H]1CCCN1)N(Cc1c[nH]c2cc(Br)ccc12)c1cccc(Br)c1NC1CNC1,0.927919
O=C(O)CCNCCNCc1ccccc1,0.12118,O=C(O)CCNC(=O)CNCc1ccccc1,0.004183
CN(CCNc1ccc(Br)cc1)C[C@H]1CCCN1C[C@H]1CCCN1,0.797943,CN(CCN(C(=O)[C@H]1CCCN1)c1ccc(Br)cc1)C[C@H]1CCCN1,0.852375
CC[C@H](N)CN[C@@H](CS)CNCCc1ccccc1OC,0.274143,CC[C@H](N)CN[C@@H](CS)C(=O)NCCc1ccccc1OC,0.015022
CC(C)C[C@H](N)CNCCc1ccccc1,0.252334,CC(C)C[C@H](N)C(=O)NCCc1ccccc1,0.002517
Nc1ccc(CN(CC2CCN2C2CCN(Cc3ccc(F)cc3)C2)c2ccccc2S)cc1N,0.933611,Nc1ccc(CN(CC2CCN2C2CCN(C(=O)c3ccc(F)cc3)C2)c2ccccc2S)cc1N,0.747432
Oc1ccc(F)cc1NCCN(CCc1c[nH]c2ccccc12)CC1CCN1,0.99206,O=C(C1CCN1)N(CCNCCc1c[nH]c2ccccc12)c1cc(F)ccc1O,0.969363
COc1ccccc1CNCCCN(C[C@H](C)O)C1CNC1,0.319133,COc1ccccc1CNC(=O)CCN(C[C@H](C)O)C1CNC1,0.089583
COc1cccc2c1CCNC2CN(C)CCNCCc1c[nH]c2ccccc12,0.990609,COc1cccc2c1CCNC2CN(C)CC(=O)NCCc1c[nH]c2ccccc12,0.771182
COc1ccccc1CCNC[C@@H]1CCCN(C2CN(Cc3cccc(Br)c3)C2)C1,0.995645,COc1ccccc1CCNC(=O)[C@@H]1CCCN(C2CN(Cc3cccc(Br)c3)C2)C1,0.721554
C[C@@H](CNCCc1c[nH]c2ccccc12)NCC=O,0.809114,C[C@H](NCC=O)C(=O)NCCc1c[nH]c2ccccc12,0.024992
CC[C@@H](CN1CC(=O)C1)NCC1CCN1,0.026722,CC[C@H](NCC1CCN1)C(=O)N1CC(=O)C1,0.002849
O=C1CN(CCNCCCNC2CC2)C1,0.015363,O=C1CN(C(=O)CNCCCNC2CC2)C1,0.004548
CN(CCNCCc1ccc(O)cc1)C(CBr)C(=O)O,0.244903,CN(CC(=O)NCCc1ccc(O)cc1)C(CBr)C(=O)O,0.003703
NCCCN(CC=O)C1CC1,0.024666,NCCCN(C(=O)C=O)C1CC1,0.002948
NCCNc1c(F)cccc1CN1CCCC(=O)C1,0.066075,NCCNc1c(F)cccc1C(=O)N1CCCC(=O)C1,0.004362
Nc1c(Br)cccc1N(C[C@@H]1CCCN1)C1CNC1,0.25313,Nc1c(Br)cccc1N(C(=O)[C@@H]1CCCN1)C1CNC1,0.259746
O=C1CCCN(CCNCCc2ccccc2)C1,0.290257,O=C1CCCN(CC(=O)NCCc2ccccc2)C1,0.005742
COc1cccc(CN(CCCN)CC2CNC2)c1,0.258874,COc1cccc(CN(CC2CNC2)C(=O)CCN)c1,0.021787
COc1ccc(O)c(NC2CCN(CCN)CC2)c1,0.480955,COc1ccc(O)c(N(C(=O)CN)C2CCNCC2)c1,0.059489
Oc1ccc(CCNCC2CCN2CCN(CC2CCN2)c2cccc(Br)c2O)cc1,0.996039,O=C(NCCc1ccc(O)cc1)C1CCN1CCN(CC1CCN1)c1cccc(Br)c1O,0.94645
NCCNc1cccc(Br)c1O,0.059803,NCC(=O)Nc1cccc(Br)c1O,0.002971
NCCCN1CCC(N(CCCN)c2cccc3cc[nH]c23)CC1,0.72138,NCCCN1CCC(N(C(=O)CCN)c2cccc3cc[nH]c23)CC1,0.610943
Nc1ccc(CN2CCCC(N(CCO)Cc3c[nH]c4ccc(F)cc34)C2)cc1Br,0.986029,Nc1ccc(C(=O)N2CCCC(N(CCO)Cc3c[nH]c4ccc(F)cc34)C2)cc1Br,0.909282
CN(CC[C@@H](N)C(=O)O)CC(=O)O,0.006045,CN(CC(=O)O)C(=O)C[C@@H](N)C(=O)O,0.001802
NCCCN1CCC(N2CC(CNc3cccc4cc[nH]c34)C2)C1,0.453444,NCCCN1CCC(N2CC(C(=O)Nc3cccc4cc[nH]c34)C2)C1,0.12986
OC[C@H](CNCCc1ccccc1Br)NC[C@@H]1CCCN1,0.286888,O=C(NCCc1ccccc1Br)[C@@H](CO)NC[C@@H]1CCCN1,0.035704
Oc1ccccc1CNC[C@H]1CCCN1,0.667053,O=C(NCc1ccccc1O)[C@H]1CCCN1,0.029006
COc1ccc(O)c(NCCN(C)CC2CCN(Cc3ccc(F)cc3)CC2)c1,0.928694,COc1ccc(O)c(NC(=O)CN(C)CC2CCN(Cc3ccc(F)cc3)CC2)c1,0.270214
CC[C@H](N)CN(CCc1ccccc1N1CC(NC23CC(C2)C3)C1)Cc1c[nH]c2ccc(Br)cc12,0.983643,CC[C@H](N)C(=O)N(C1CN(c2ccccc2CCNCc2c[nH]c3ccc(Br)cc23)C1)C12CC(C1)C2,0.425231
NCCC[C@@H](CNC1CC1)N(CC1CCN1Cc1c[nH]c2ccc(Br)cc12)c1ccccc1CCN,0.936228,NCCC[C@@H](C(=O)NC1CC1)N(CC1CCN1Cc1c[nH]c2ccc(Br)cc12)c1ccccc1CCN,0.902144
NCCN(CCNC1CCNC1)CCc1c[nH]c2ccccc12,0.67124,NCC(=O)N(CCNC1CCNC1)CCc1c[nH]c2ccccc12,0.254657
OC[C@@H]1CCCN1C[C@@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12,0.808322,O=C([C@@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12)N1CCC[C@H]1CO,0.285613
NCCC[C@H](N)CN(CCc1ccccc1Br)C1CCN(Cc2c[nH]c3cc(I)ccc23)CC1,0.988796,NCCC[C@H](N)C(=O)N(CCc1ccccc1Br)C1CCN(Cc2c[nH]c3cc(I)ccc23)CC1,0.827492
N[C@@H](CCN1CCC1CNc1ccccc1O)C(=O)O,0.288999,N[C@@H](CC(=O)N(CC1CCN1)c1ccccc1O)C(=O)O,0.058924
C[C@H](NC[C@@H](N)CCCN)C(=O)O,0.010875,C[C@H](N)C(=O)NCCC[C@H](N)C(=O)O,0.002736
NCCCN1CCC1C(=O)Oc1cc(Br)ccc1N,0.076974,NCCC(=O)N1CCC1C(=O)Oc1cc(Br)ccc1N,0.001915
N[C@H](CS)C(=O)Oc1ccc(F)cc1NCC1CCNCC1,0.029688,N[C@H](CS)C(=O)Oc1ccc(F)cc1NC(=O)C1CCNCC1,0.002992
O=C1CN(Cc2cccc(C3c4cc(O)ccc4CCN3CC3CN(Cc4ccccc4CCl)C3)c2)C1,0.182839,O=C1CN(Cc2cccc(C3c4cc(O)ccc4CCN3CC3CN(C(=O)c4ccccc4CCl)C3)c2)C1,0.199091
N#Cc1ccc(N)c(N(Cc2c[nH]c3cc(Br)ccc23)C2CCCN(C3CN(CCO)C3)C2)c1,0.989523,N#Cc1ccc(N)c(N(Cc2c[nH]c3cc(Br)ccc23)C2CCCN(C3CN(C(=O)CO)C3)C2)c1,0.958868
C[C@@H](N)CNCCN1CCC[C@@H]1CN(Cc1c[nH]c2ccc(Br)cc12)c1ccc(Br)cc1O,0.996296,C[C@@H](N)C(=O)NCCN1CCC[C@@H]1CN(Cc1c[nH]c2ccc(Br)cc12)c1ccc(Br)cc1O,0.990352
CN(CCNCCc1c[nH]c2ccccc12)C[C@H]1CCCN1,0.903089,CN(CC(=O)NCCc1c[nH]c2ccccc12)C[C@H]1CCCN1,0.413947
NCCCN1CCc2c(Br)cccc2C1CCNCCNc1ccccc1O,0.986313,NCCC(=O)N(CCNCCC1NCCc2c(Br)cccc21)c1ccccc1O,0.875457
Oc1ccccc1N(C1CCCN(Cc2c[nH]c3cc(Br)ccc23)C1)C1CN(CCBr)C1,0.995077,O=C(CBr)N1CC(N(c2ccccc2O)C2CCCN(Cc3c[nH]c4cc(Br)ccc34)C2)C1,0.982941
NC1(CN2CCC(NCC(=O)O)C2)CCC1,0.022918,NC1(C(=O)N(CC(=O)O)C2CCNC2)CCC1,0.002096
C[C@H](CN1CCC[C@@H]1C(=O)O)NCc1cccc(O)c1N,0.159895,C[C@@H](NCc1cccc(O)c1N)C(=O)N1CCC[C@@H]1C(=O)O,0.01675
NCCCN1CCC(Nc2ccc(Br)cc2N)C1,0.206699,NCCC(=O)N(c1ccc(Br)cc1N)C1CCNC1,0.071401
CNCCN(C[C@H]1CCCN1C[C@H]1CCCN1Cc1c[nH]c2cc(Br)ccc12)c1ccc(Br)cc1N,0.968814,CNCC(=O)N(C[C@H]1CCCN1C[C@H]1CCCN1Cc1c[nH]c2cc(Br)ccc12)c1ccc(Br)cc1N,0.969485
O=C(O)[C@H](CS)NC[C@@H]1CCCN1,0.010764,O=C(O)[C@H](CS)NC(=O)[C@@H]1CCCN1,0.002494
Oc1ccc(C(CBr)N2CCN(CCN(Cc3c[nH]c4cc(O)ccc34)C[C@@H]3CCCN3)CC2)cc1,0.423109,O=C([C@@H]1CCCN1)N(CCN1CCN(C(CBr)c2ccc(O)cc2)CC1)Cc1c[nH]c2cc(O)ccc12,0.82652
CCCN[C@@H](CN(C)CCNc1ccccc1S)[C@@H](C)O,0.137233,CCCN[C@@H](CN(C)CC(=O)Nc1ccccc1S)[C@@H](C)O,0.008848
CC[C@H](N)CN(CCCN(CCBr)Cc1c[nH]c2ccc(F)cc12)CCc1ccc(O)cc1,0.996769,CC[C@H](N)CN(CCCN(Cc1c[nH]c2ccc(F)cc12)C(=O)CBr)CCc1ccc(O)cc1,0.996316
c1ccc(CCNCC2CNC2)cc1,0.721264,O=C(NCCc1ccccc1)C1CNC1,0.017886
CN(CCNc1ccc(Br)cc1O)C[C@H](N)CS,0.057937,CN(CC(=O)Nc1ccc(Br)cc1O)C[C@H](N)CS,0.001873
OC[C@@H]1CCCN1C[C@@H](Cc1ccc(O)cc1)NC[C@H]1CCCN1,0.809584,O=C([C@@H](Cc1ccc(O)cc1)NC[C@H]1CCCN1)N1CCC[C@H]1CO,0.059621
O=Cc1c[nH]c2cc(N3CC(CN(Cc4ccccc4)C[C@H]4CCCN4CC4CNC4)C3)ccc12,0.869841,O=Cc1c[nH]c2cc(N3CC(CN(Cc4ccccc4)C[C@H]4CCCN4C(=O)C4CNC4)C3)ccc12,0.23265
C=CCNCCc1ccccc1NCCCNCCCO,0.217507,C=CC(=O)NCCc1ccccc1NCCCNCCCO,0.042553
c1cc(CCN(C[C@@H]2CCCN2)C2CNC2)ccn1,0.792464,O=C([C@@H]1CCCN1)N(CCc1ccncc1)C1CNC1,0.061506
Nc1ccc(CN2CCC(=O)CC2)cc1Br,0.063489,Nc1ccc(C(=O)N2CCC(=O)CC2)cc1Br,0.002336
Oc1ccc2c(c1)C(CNC1CC1)N(C[C@@H]1CCCN1)CC2,0.916996,O=C(NC1CC1)C1c2cc(O)ccc2CCN1C[C@@H]1CCCN1,0.769948
CNCCNCCCNc1ccccc1O,0.601265,CNCCNCCC(=O)Nc1ccccc1O,0.093642
N[C@H](CCCNc1ccnc2ccccc12)CN1CC(NC2CCC2)C1,0.634218,N[C@H](CCC(=O)Nc1ccnc2ccccc12)CN1CC(NC2CCC2)C1,0.237973
COc1cccc2c1CCNC2CCN(CCCNCCc1c[nH]c2ccccc12)C[C@@H](C)N,0.960792,COc1cccc2c1CCNC2CCN(CCC(=O)NCCc1c[nH]c2ccccc12)C[C@@H](C)N,0.913094
COc1ccccc1CCN(Cc1ccc(N)c(Br)c1)C[C@H]1CCCN1CCCN,0.994306,COc1ccccc1CCN(Cc1ccc(N)c(Br)c1)C[C@H]1CCCN1C(=O)CCN,0.786231
N[C@@H](Cc1ccc(O)cc1)CN1CCC[C@H]1CNCCc1c[nH]c2ccccc12,0.999995,N[C@@H](Cc1ccc(O)cc1)CN1CCC[C@H]1C(=O)NCCc1c[nH]c2ccccc12,0.96335
CC(CCl)N(CCc1ccccc1)CC1CCN1,0.327748,CC(CCl)N(CCc1ccccc1)C(=O)C1CCN1,0.009175
C[C@@H](CNCCc1ccc(O)cc1)NCC(=O)O,0.549943,C[C@H](NCC(=O)NCCc1ccc(O)cc1)C(=O)O,0.020279
C=CCN(CCN)CCN(C)C(CCl)c1ccc(F)cc1F,0.153798,C=CCN(CCN(C)C(CCl)c1ccc(F)cc1F)C(=O)CN,0.091694
CC[C@H](N)CN(CCc1ccc(O)cc1)C[C@H](N)CS,0.534278,CC[C@H](N)C(=O)N(CCc1ccc(O)cc1)C[C@H](N)CS,0.068471
CN(CCNc1ccc(Br)cc1)C[C@@H]1Cc2ccccc2CN1,0.858752,CN(CC(=O)Nc1ccc(Br)cc1)C[C@@H]1Cc2ccccc2CN1,0.043103
C=CCN(Cc1cccc(O)c1)CC1(N(CCCN)Cc2cccc(F)c2F)CCC1,0.921435,C=CC(=O)N(Cc1cccc(O)c1)CC1(N(CCCN)Cc2cccc(F)c2F)CCC1,0.518769
N#Cc1cc(N(Cc2c[nH]c3cc(Br)ccc23)CC2CCN2)cc(N2CCC[C@H]2CO)c1,0.87361,N#Cc1cc(N(Cc2c[nH]c3cc(Br)ccc23)C(=O)C2CCN2)cc(N2CCC[C@H]2CO)c1,0.835484
COc1cccc(CNCC2c3ccccc3CCN2CCNCCCN)c1,0.963635,COc1cccc(CNC(=O)C2c3ccccc3CCN2CCNCCCN)c1,0.651198
C#CCN(C[C@@H](N)CC)CC(C)(C)N,0.043451,C#CCN(C[C@@H](N)CC)C(=O)C(C)(C)N,0.003697
