recorded_amine,score_amine,counterfactual_amide,score_amide
COc1ccccc1CCNCCCNCCCO,0.414738,COc1ccccc1CCNC(=O)CCNCCCO,0.02142
COc1cccc2c1CCN=C2CC[C@H](CN1CC[C@@H](O)C1)N(Cc1ccc(F)cc1)Cc1cccc(Br)c1,0.797171,COc1cccc2c1CCN=C2CC[C@H](CN1CC[C@@H](O)C1)N(Cc1cccc(Br)c1)C(=O)c1ccc(F)cc1,0.529182
OC[C@@H](CNc1ccc(Br)cc1O)NC[C@@H]1CCCN1,0.255836,O=C(Nc1ccc(Br)cc1O)[C@H](CO)NC[C@@H]1CCCN1,0.033239
NC1(CN(CC2CCN2)C2CC2)CCC1,0.03678,NC1(CN(C(=O)C2CCN2)C2CC2)CCC1,0.004482
NCCNCCN1CC(=O)C1,0.011498,NCC(=O)NCCN1CC(=O)C1,0.003501
O=CCN1CCc2c(Br)cccc2C1CN(CC1CCN1)c1ccccc1O,0.959516,O=CC(=O)N1CCC1CN(CC1NCCc2c(Br)cccc21)c1ccccc1O,0.273608
C[C@H](N)CN(CC1CN(CC2CNC2)C1)c1cccc(Br)c1O,0.070445,C[C@H](N)CN(CC1CN(C(=O)C2CNC2)C1)c1cccc(Br)c1O,0.008675
NCCN(C[C@@H]1CCCN1)c1cc(Br)ccc1N,0.070876,NCCN(C(=O)[C@@H]1CCCN1)c1cc(Br)ccc1N,0.114071
Nc1cc(CN2C[C@H](O)C[C@H]2CNCCc2ccccc2Br)ccc1O,0.93755,Nc1cc(C(=O)N(CCc2ccccc2Br)C[C@@H]2C[C@@H](O)CN2)ccc1O,0.1235
C[C@@H](N)CN1CCC[C@@H]1CN1CCc2ccccc2C1c1ccnc(Br)c1,0.994292,C[C@@H](N)C(=O)N1CCC[C@@H]1CN1CCc2ccccc2C1c1ccnc(Br)c1,0.738298
O=C(O)C1(NCCBr)CCC1,0.004751,O=C(CBr)NC1(C(=O)O)CCC1,0.001001
Oc1ccccc1N(CC1CCN1)C[C@@H]1CCCN1,0.193583,O=C([C@@H]1CCCN1)N(CC1CCN1)c1ccccc1O,0.398222
C[C@H](CN1CC(N2CCC2CNCCc2ccccc2Br)C1)NCC=O,0.283504,C[C@H](CN1CC(N2CCC2C(=O)NCCc2ccccc2Br)C1)NCC=O,0.102414
O=C1CCN(C2CCN(c3c(CNc4ccccc4S)ccc(F)c3F)C2)C1,0.917112,O=C1CCN(C2CCN(c3c(C(=O)Nc4ccccc4S)ccc(F)c3F)C2)C1,0.510163
CCCN(CC1CN(C[C@H]2CCCN2)C1)c1cc(OC)ccc1O,0.252713,CCCN(CC1CN(C(=O)[C@H]2CCCN2)C1)c1cc(OC)ccc1O,0.006941
CC[C@H](N)CN1CC(N2CCC2C(=O)O)C1,0.036877,CC[C@H](N)C(=O)N1CC(N2CCC2C(=O)O)C1,0.005307
C=CCN1CCC[C@@H]1CNc1cc(OC)ccc1N(Cc1c[nH]c2ccc(Br)cc12)C[C@@H](C)N,0.988654,C=CC(=O)N(C[C@H]1CCCN1)c1cc(OC)ccc1N(Cc1c[nH]c2ccc(Br)cc12)C[C@@H](C)N,0.572071
C=CCN(Cc1c[nH]c2ccc(Br)cc12)[C@@H](C)CN1CCC(Nc2ccccc2O)CC1,0.992456,C=CC(=O)N(Cc1c[nH]c2ccc(Br)cc12)[C@@H](C)CN1CCC(Nc2ccccc2O)CC1,0.950768
NC1(CN(CCc2ccccc2Br)CC(=O)CBr)CCC1,0.073529,NC1(CN(CCc2ccccc2Br)C(=O)C(=O)CBr)CCC1,0.00145
Fc1ccc(CN2CCC(N(c3ccccn3)C3CCN(C(CCl)c4ccc(F)cc4)CC3)CC2)cc1,0.687411,O=C(c1ccc(F)cc1)N1CCC(N(c2ccccn2)C2CCN(C(CCl)c3ccc(F)cc3)CC2)CC1,0.53403
NCCN(CCc1ccccc1Br)C1CCNC1,0.653694,NCC(=O)N(CCc1ccccc1Br)C1CCNC1,0.040697
CNCCN(c1cc(F)c(F)cc1O)C1CCCN(C[C@H](N)Cc2c[nH]c3ccccc23)C1,0.995598,CNCC(=O)N(c1cc(F)c(F)cc1O)C1CCCN(C[C@H](N)Cc2c[nH]c3ccccc23)C1,0.981766
COc1ccccc1CCNCC1CCN1C[C@@H](Cc1ccc(O)cc1)NCc1ccc(F)cc1,0.946461,COc1ccccc1CCNCC1CCN1C[C@@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1,0.801155
CC[C@@H](CN(CCc1ccccc1OC)C[C@@H]1CCCN(Cc2ccc(F)cc2)C1)NCc1ccc(F)cc1,0.819983,CC[C@@H](CN(CCc1ccccc1OC)C[C@@H]1CCCN(Cc2ccc(F)cc2)C1)NC(=O)c1ccc(F)cc1,0.715207
N[C@H](CCCNc1cc(Br)ccc1O)CN(CCc1c[nH]c2ccccc12)C1CCC1,0.993188,N[C@H](CCC(=O)Nc1cc(Br)ccc1O)CN(CCc1c[nH]c2ccccc12)C1CCC1,0.950138
Nc1ccc(N(CC=O)C2CC2)cc1N,0.003776,Nc1ccc(N(C(=O)C=O)C2CC2)cc1N,0.003221
O=C(O)C1(N(CC2CCN2)C(CCl)c2ccc(Br)cc2)CCC1,0.215299,O=C(C1CCN1)N(C(CCl)c1ccc(Br)cc1)C1(C(=O)O)CCC1,0.015194
CC(C)[C@@H](CN(CCN)C1CC1)NCc1ccc(F)cc1,0.5,CC(C)[C@@H](CN(CCN)C1CC1)NC(=O)c1ccc(F)cc1,0.440612
N[C@@H](Cc1ccc(O)cc1)CN1CCC(C(=O)O)CC1,0.655192,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC(C(=O)O)CC1,0.033367
NCCN(C1CCNC1)[C@H](CS)C(=O)Oc1ccc(F)cc1N,0.055992,NCC(=O)N(C1CCNC1)[C@H](CS)C(=O)Oc1ccc(F)cc1N,0.006432
CNCCN(CCc1ccccc1OC)C(CCl)c1ccc(Br)cc1,0.964824,CNCC(=O)N(CCc1ccccc1OC)C(CCl)c1ccc(Br)cc1,0.067826
OCCN1CCC[C@@H]1CN(C[C@@H]1CCCN1Cc1c[nH]c2ccc(F)cc12)c1cc(Br)ccc1O,0.963878,O=C(CO)N1CCC[C@@H]1CN(C[C@@H]1CCCN1Cc1c[nH]c2ccc(F)cc12)c1cc(Br)ccc1O,0.88629
N[C@@H](CNC12CC(C1)C2)Cc1ccccc1,0.345724,N[C@H](Cc1ccccc1)C(=O)NC12CC(C1)C2,0.010492
COc1ccc(N(CCC2c3cc(O)ccc3CCN2CC2CCN2)CC2CCN2)c(N)c1,0.937379,COc1ccc(N(CCC2NCCc3ccc(O)cc32)CC2CCN2C(=O)C2CCN2)c(N)c1,0.249308
N#Cc1cc(Br)cc(N(CCCN)C[C@H]2CCCN2)c1,0.143186,N#Cc1cc(Br)cc(N(CCCN)C(=O)[C@H]2CCCN2)c1,0.374943
CC[C@@H](C(=O)O)N(CCCN)Cc1c[nH]c2ccc(Br)cc12,0.149287,CC[C@@H](C(=O)O)N(Cc1c[nH]c2ccc(Br)cc12)C(=O)CCN,0.08312
N[C@H](CO)CN1CCC(Nc2c(F)cccc2CNCCc2ccc(O)cc2)CC1,0.974115,N[C@H](CO)C(=O)N(CCc1ccc(O)cc1)Cc1cccc(F)c1NC1CCNCC1,0.522228
COc1ccccc1CCNC(=O)CN(CCN)C1CCNCC1,0.183859,COc1ccccc1CCNC(=O)CN(C(=O)CN)C1CCNCC1,0.007205
C[C@@H](N)CN(C[C@@H]1CCCN1)c1cc(Br)ccc1O,0.13205,C[C@@H](N)C(=O)N(C[C@@H]1CCCN1)c1cc(Br)ccc1O,0.158091
Nc1c(Br)cccc1NCC=O,0.004256,Nc1c(Br)cccc1NC(=O)C=O,0.000295
COc1ccc(O)c(N(C[C@H]2CCCN2)C[C@H]2CCCN2Cc2c[nH]c3ccc(F)cc23)c1,0.995139,COc1ccc(O)c(N(C[C@H]2CCCN2Cc2c[nH]c3ccc(F)cc23)C(=O)[C@H]2CCCN2)c1,0.976314
COc1cccc(CNC[C@@H](N)CO)c1,0.022739,COc1cccc(CNC(=O)[C@@H](N)CO)c1,0.000611
O=C(O)c1cccc(F)c1N(C[C@H]1CCCN1CCO)C1CCN(Cc2c[nH]c3cc(Br)ccc23)CC1,0.971607,O=C(O)c1cccc(F)c1N(C[C@H]1CCCN1C(=O)CO)C1CCN(Cc2c[nH]c3cc(Br)ccc23)CC1,0.764686
Oc1ccc(F)cc1N(c1c(CNC2CC2)ccc(F)c1F)C1CNC1,0.923,O=C(NC1CC1)c1ccc(F)c(F)c1N(c1cc(F)ccc1O)C1CNC1,0.865437
N[C@H](CCN(Cc1c[nH]c2ccc(Br)cc12)C1CC1)CNCCc1ccccc1Br,0.999993,N[C@H](CCN(Cc1c[nH]c2ccc(Br)cc12)C1CC1)C(=O)NCCc1ccccc1Br,0.968227
COc1cccc(CN(CCCN)C[C@H](CS)NCc2cccc(F)c2N)c1,0.897822,COc1cccc(CN(CCCN)C[C@H](CS)NC(=O)c2cccc(F)c2N)c1,0.794447
C[C@H](CN(C)CCNc1cc(F)ccc1O)NCc1c[nH]c2ccc(Br)cc12,0.930096,C[C@H](CN(C)CC(=O)Nc1cc(F)ccc1O)NCc1c[nH]c2ccc(Br)cc12,0.614534
C1CN[C@H](CNC23CC(C2)C3)C1,0.021217,O=C(NC12CC(C1)C2)[C@@H]1CCCN1,0.003893
COCCNC1CN(CC2CCN2)C1,0.03507,COCCN(C(=O)C1CCN1)C1CNC1,0.004351
N#Cc1ccc(N(CCN)CCC2c3cc(O)ccc3CCN2C[C@@H]2CCCN2)c(N)c1,0.975738,N#Cc1ccc(N(CCN)CCC2c3cc(O)ccc3CCN2C(=O)[C@@H]2CCCN2)c(N)c1,0.390312
Brc1cccc(CNCCCCNCCCNC2CC2)c1,0.151357,O=C(CCNCCCCNCc1cccc(Br)c1)NC1CC1,0.048486
CC[C@@H](C1=NCCc2ccc(O)cc21)N(CCN)Cc1c[nH]c2ccccc12,0.979554,CC[C@@H](C1=NCCc2ccc(O)cc21)N(Cc1c[nH]c2ccccc12)C(=O)CN,0.248987
Nc1ccc(CN[C@@H](CS)CN2CCCC(Nc3cccc4cc[nH]c34)C2)cc1Br,0.835179,Nc1ccc(C(=O)N[C@@H](CS)CN2CCCC(Nc3cccc4cc[nH]c34)C2)cc1Br,0.757955
C1CN[C@@H](CN2CC(NC3CC3)C2)C1,0.060467,O=C([C@H]1CCCN1)N(C1CC1)C1CNC1,0.005324
CC[C@@H](C(=O)O)N(Cc1c[nH]c2ccc(Br)cc12)CC1(N)CCC1,0.13202,CC[C@@H](C(=O)O)N(Cc1c[nH]c2ccc(Br)cc12)C(=O)C1(N)CCC1,0.059367
Brc1cccc(CN2CCC(CNCCc3ccccc3Br)CC2)c1,0.980066,O=C(NCCc1ccccc1Br)C1CCN(Cc2cccc(Br)c2)CC1,0.113724
C[C@H](N)CN1CCC1CN(C[C@H](N)Cc1c[nH]c2ccccc12)c1cccc(Br)c1O,0.987364,C[C@H](N)C(=O)N1CCC1CN(C[C@H](N)Cc1c[nH]c2ccccc12)c1cccc(Br)c1O,0.314088
N[C@H](CCN1CCCCC1)CNCCc1ccccc1,0.812813,N[C@@H](CNCCc1ccccc1)CC(=O)N1CCCCC1,0.009387
N[C@@H](CNCCc1ccccc1Br)CC(=O)O,0.072782,N[C@H](CC(=O)NCCc1ccccc1Br)C(=O)O,0.000551
COc1ccccc1CCNC[C@H](N)Cc1c[nH]cn1,0.717705,COc1ccccc1CCNC(=O)[C@H](N)Cc1c[nH]cn1,0.013877
COc1ccccc1CCN(Cc1ccc(F)cc1)CC1(NCCCNCc2ccc(F)cc2)CCC1,0.784982,COc1ccccc1CCN(Cc1ccc(F)cc1)CC1(NCCCNC(=O)c2ccc(F)cc2)CCC1,0.666326
CC(C)(CNCCc1ccccc1)NC1CCC1,0.259384,CC(C)(NC1CCC1)C(=O)NCCc1ccccc1,0.002692
Brc1ccccc1CCNC[C@H]1CCCN(CC2CNC2)C1,0.711372,O=C(C1CNC1)N(CCc1ccccc1Br)C[C@H]1CCCNC1,0.04037
Nc1cc(N2CC(N(CCCO)C3CCCN(Cc4ccc(F)cc4)C3)C2)ccc1O,0.898755,Nc1cc(N2CC(N(CCCO)C3CCCN(C(=O)c4ccc(F)cc4)C3)C2)ccc1O,0.623854
C[C@@H](N)CN(CC1CCN1C(CCl)c1ccc(F)cc1)C1CC1,0.722738,C[C@@H](N)C(=O)N(CC1CCN1C(CCl)c1ccc(F)cc1)C1CC1,0.482805
Oc1cc(Br)ccc1N(CCBr)C1CCN(CCCNCc2ccnc(Br)c2)CC1,0.984193,O=C(CBr)N(CCCN1CCC(Nc2ccc(Br)cc2O)CC1)Cc1ccnc(Br)c1,0.951024
Nc1cccc(Br)c1CN1CCC(C(=O)O)CC1,0.008512,Nc1cccc(Br)c1C(=O)N1CCC(C(=O)O)CC1,0.000738
COc1ccc(O)c(N(CCCNC2CC2)C[C@H]2CCCN2)c1,0.134748,COc1ccc(O)c(N(CCCNC2CC2)C(=O)[C@H]2CCCN2)c1,0.117376
NCCN(C[C@@H]1CCCN(CC2CCN2)C1)c1ccccc1S,0.381095,NCCN(C[C@@H]1CCCN(C(=O)C2CCN2)C1)c1ccccc1S,0.009691
COc1ccc(NCc2ccc(F)cc2)c(N)c1,0.003408,COc1ccc(N)c(NC(=O)c2ccc(F)cc2)c1,0.000629
N[C@H](CCCNCCc1c[nH]c2ccccc12)CNC1CC1,0.783865,N[C@H](CCCNCCc1c[nH]c2ccccc12)C(=O)NC1CC1,0.523661
C=CCNCCN(C)CCNc1cccc2cc[nH]c12,0.269683,C=CC(=O)NCCN(C)CCNc1cccc2cc[nH]c12,0.037138
COc1cccc2c1CCN(CCBr)C2CCN(C[C@H](N)C(C)C)c1ccc(Br)cc1O,0.991791,COc1cccc2c1CCN(C(=O)CBr)C2CCN(C[C@H](N)C(C)C)c1ccc(Br)cc1O,0.381422
NCCN(c1c(F)cccc1CNCCc1c[nH]c2ccccc12)C1CCNCC1,0.922694,NCC(=O)N(CCc1c[nH]c2ccccc12)Cc1cccc(F)c1NC1CCNCC1,0.620142
C=CCN1CCCC(N2CC(N(Cc3c[nH]c4ccc(Br)cc34)c3cccc(Br)c3N)C2)C1,0.991691,C=CC(=O)N1CCCC(N2CC(N(Cc3c[nH]c4ccc(Br)cc34)c3cccc(Br)c3N)C2)C1,0.924143
CCCN[C@@H](CC)CNc1ccc(Br)cc1O,0.050061,CCCN[C@@H](CC)C(=O)Nc1ccc(Br)cc1O,0.002575
Oc1ccc(Br)cc1N(Cc1cccc(Br)c1)C1CCN(C[C@@H]2CCCN2CCBr)C1,0.975875,O=C(CBr)N1CCC[C@H]1CN1CCC(N(Cc2cccc(Br)c2)c2cc(Br)ccc2O)C1,0.944798
NCCN1CC(CNc2cccc(Br)c2N)C1,0.071477,NCCN1CC(C(=O)Nc2c(N)cccc2Br)C1,0.004295
COc1ccc(O)c(N(CCCN(Cc2ccc(F)cc2)C2CC2)C[C@H]2CCCN2)c1,0.990429,COc1ccc(O)c(N(CCCN(C(=O)c2ccc(F)cc2)C2CC2)C[C@H]2CCCN2)c1,0.560574
Brc1ccccc1CCNCCCN1CCCCC1,0.768063,O=C(CCNCCc1ccccc1Br)N1CCCCC1,0.007668
CNCCNc1cc(C#N)ccc1N,0.067289,CNCC(=O)Nc1cc(C#N)ccc1N,0.008598
N[C@H](CCCNc1ccccc1S)CNCCc1ccccc1Br,0.810585,N[C@H](CCCNc1ccccc1S)C(=O)NCCc1ccccc1Br,0.028047
N[C@@H](CO)CN(C[C@@H]1CCCN1CC[C@H](N)C(=O)O)c1cc(Br)ccc1O,0.403305,N[C@@H](CO)CN(C[C@@H]1CCCN1C(=O)C[C@H](N)C(=O)O)c1cc(Br)ccc1O,0.019489
CC[C@H](N)CN(CC1CNC1)c1cc(F)ccc1O,0.197972,CC[C@H](N)C(=O)N(CC1CNC1)c1cc(F)ccc1O,0.118518
O=C1CCCN(CCCNc2cccnc2Br)C1,0.130204,O=C1CCCN(CCC(=O)Nc2cccnc2Br)C1,0.009871
CC[C@H](C)[C@H](N)CN(CCc1c[nH]c2ccccc12)CC1CCN1,0.85235,CC[C@H](C)[C@H](N)CN(CCc1c[nH]c2ccccc12)C(=O)C1CCN1,0.142651
C[C@@H](N)CN1CCC[C@H]1CN(CCc1ccccc1Br)Cc1ccc(F)cc1,0.966632,C[C@@H](N)C(=O)N1CCC[C@H]1CN(CCc1ccccc1Br)Cc1ccc(F)cc1,0.454996
N[C@@H](CCCNCCBr)CN1CCC[C@H](O)C1,0.052089,NCCC[C@@H](CN1CCC[C@H](O)C1)NC(=O)CBr,0.019548
O=CCN(C1CCCNC1)C1(CN(Cc2c[nH]c3cc(Br)ccc23)c2cc(Br)ccc2O)CCC1,0.96526,O=CC(=O)N(C1CCCNC1)C1(CN(Cc2c[nH]c3cc(Br)ccc23)c2cc(Br)ccc2O)CCC1,0.547075
Nc1c(O)cccc1CN1CCC(O)CC1,0.103496,Nc1c(O)cccc1C(=O)N1CCC(O)CC1,0.020629
NCCN(C[C@@H]1CCCN1C[C@H](N)Cc1c[nH]c2ccccc12)c1cccc(Br)c1N,0.983358,NCC(=O)N(C[C@@H]1CCCN1C[C@H](N)Cc1c[nH]c2ccccc12)c1cccc(Br)c1N,0.981035
COc1ccccc1CCNCC1CCN(Cc2ccc(NC3CCCNC3)c(Br)c2)CC1,0.776835,COc1ccccc1CCNC(=O)C1CCN(Cc2ccc(NC3CCCNC3)c(Br)c2)CC1,0.336327
C=CCN(C[C@H]1CCCN1)[C@@H](C)c1ccccc1,0.143812,C=CC(=O)N(C[C@H]1CCCN1)[C@@H](C)c1ccccc1,0.017497
CN(CCNc1ccc(Br)cc1N(CCCN)CC1CCN1)Cc1c[nH]c2ccc(Br)cc12,0.97306,CN(CCN(C(=O)C1CCN1)c1ccc(Br)cc1NCCCN)Cc1c[nH]c2ccc(Br)cc12,0.957787
COc1ccccc1CCNC[C@H](N)CCCNC1CC1,0.463208,COc1ccccc1CCNC(=O)[C@H](N)CCCNC1CC1,0.049397
CSCC[C@@H](N)CN(C[C@H]1CCCN1)c1cccnc1Br,0.03117,CSCC[C@@H](N)CN(C(=O)[C@H]1CCCN1)c1cccnc1Br,0.094427
CCCN(CCCN)[C@@H](CO)CN(Cc1c[nH]c2cc(Br)ccc12)c1cc(F)ccc1O,0.99652,CCCN(C(=O)CCN)[C@@H](CO)CN(Cc1c[nH]c2cc(Br)ccc12)c1cc(F)ccc1O,0.566735
Oc1ccc(CCN(CC2CCN2)C[C@@H]2CCCN2)cc1,0.884685,O=C(C1CCN1)N(CCc1ccc(O)cc1)C[C@@H]1CCCN1,0.199121
CNCCN(CCCN(c1cccc(Br)c1N)C1CCC1)CCc1c[nH]c2ccccc12,0.996149,CNCC(=O)N(CCCN(c1cccc(Br)c1N)C1CCC1)CCc1c[nH]c2ccccc12,0.375006
CCC1c2ccc(OC)c3c2C(=NCC3)[C@H](C)N1CC1CCN1,0.368325,CCC1c2ccc(OC)c3c2C(=NCC3)[C@H](C)N1C(=O)C1CCN1,0.013237
N#Cc1ccc(N(CCCN)C2CCNCC2)c(N)c1,0.139911,N#Cc1ccc(N(C(=O)CCN)C2CCNCC2)c(N)c1,0.056679
NCCN1CCC1CN[C@H](CO)CN1CCc2c(Br)cccc2C1c1c[nH]c2cc(Br)ccc12,0.992343,NCC(=O)N(CC1CCN1)[C@H](CO)CN1CCc2c(Br)cccc2C1c1c[nH]c2cc(Br)ccc12,0.925903
NCCC(=O)Oc1ccc(Br)cc1NCC1CCN1CC1CNC1,0.36263,NCCC(=O)Oc1ccc(Br)cc1N(CC1CCN1)C(=O)C1CNC1,0.074139
Nc1c(Br)cccc1N(Cc1ccc(F)cc1)C1CCN(CC2CNC2)C1,0.989101,Nc1c(Br)cccc1N(C(=O)c1ccc(F)cc1)C1CCN(CC2CNC2)C1,0.960982
Nc1ccc(CN2CCC(CNCCc3ccccc3Br)CC2)cc1Br,0.991993,Nc1ccc(C(=O)N(CCc2ccccc2Br)CC2CCNCC2)cc1Br,0.320785
CCC1c2cccc(Br)c2CCN1C[C@@H](N)CCN1CCCCC1,0.971632,CCC1c2cccc(Br)c2CCN1C[C@@H](N)CC(=O)N1CCCCC1,0.164998
C[C@@H](CN(c1ccc(Br)cc1N)C(CCl)c1ccc(F)cc1F)NC1CN(CCN)C1,0.894618,C[C@@H](CN(c1ccc(Br)cc1N)C(CCl)c1ccc(F)cc1F)N(C(=O)CN)C1CNC1,0.273239
CCCN[C@H](CN1CCCC(=O)C1)c1ccccc1,0.155884,CCCN[C@H](C(=O)N1CCCC(=O)C1)c1ccccc1,0.001261
Nc1c(Br)cccc1NCCCN(CCCO)C1CCC1,0.333562,Nc1c(Br)cccc1NC(=O)CCN(CCCO)C1CCC1,0.036867
OC[C@@H](CN1CCC[C@H]1CN(Cc1c[nH]c2cc(Br)ccc12)c1cc(F)ccc1O)NCCBr,0.987904,O=C(CBr)N[C@@H](CO)CN1CCC[C@H]1CN(Cc1c[nH]c2cc(Br)ccc12)c1cc(F)ccc1O,0.955393
OC[C@H]1CCCN1Cc1ccc(F)c(F)c1NCCc1ccccc1Br,0.73564,O=C(c1ccc(F)c(F)c1NCCc1ccccc1Br)N1CCC[C@@H]1CO,0.015898
COC(=O)c1ccccc1CN(C)CCNCC(=O)O,0.002528,COC(=O)c1ccccc1CN(C)CC(=O)NCC(=O)O,0.000427
COc1ccccc1CNCC1CN(C[C@@H]2CCCN2)C1,0.349487,COc1ccccc1CN(CC1CNC1)C(=O)[C@@H]1CCCN1,0.049064
CSCC[C@@H](N)CNc1ccccc1O,0.036423,CSCC[C@@H](N)C(=O)Nc1ccccc1O,0.000639
Fc1ccc(CN(CCCNC2CCNCC2)CCc2ccccc2Br)cc1,0.962978,O=C(c1ccc(F)cc1)N(CCCNC1CCNCC1)CCc1ccccc1Br,0.334743
NCCCN1CC(N(c2cc(F)ccc2O)c2c(F)cccc2C(=O)O)C1,0.551814,NCCC(=O)N1CC(N(c2cc(F)ccc2O)c2c(F)cccc2C(=O)O)C1,0.044115
C[C@H](N)CN(c1cc(Br)ccc1O)C1CCNCC1,0.221915,C[C@H](N)C(=O)N(c1cc(Br)ccc1O)C1CCNCC1,0.078023
CN(CCN(Cc1c[nH]c2ccc(F)cc12)c1c(N)cccc1Br)CC1CCN(CCBr)CC1,0.993296,CN(CCN(Cc1c[nH]c2ccc(F)cc12)c1c(N)cccc1Br)CC1CCN(C(=O)CBr)CC1,0.91261
CC[C@H](N)CN(CCNc1ccccc1O)C[C@@H]1CCCN1,0.5,CC[C@H](N)CN(CCNc1ccccc1O)C(=O)[C@@H]1CCCN1,0.057313
COc1ccccc1CCN(Cc1ccc(N)c(Br)c1)C[C@@H](N)CC(C)C,0.967335,COc1ccccc1CCN(C[C@@H](N)CC(C)C)C(=O)c1ccc(N)c(Br)c1,0.169826
COc1cccc2c1CCNC2CN1CCCC(N(CCN)Cc2ccc(O)cc2)C1,0.98388,COc1cccc2c1CCN(C(=O)CN)C2CN1CCCC(NCc2ccc(O)cc2)C1,0.973546
OC[C@H]1CCCN1CCCNCCc1c[nH]c2ccccc12,0.970433,O=C(CCNCCc1c[nH]c2ccccc12)N1CCC[C@@H]1CO,0.117192
COc1ccccc1CCNCC1CCN1,0.711896,COc1ccccc1CCNC(=O)C1CCN1,0.013689
C[C@@H](N)CN(CC1CNC1)c1ccc(Br)cc1O,0.085315,C[C@@H](N)CN(C(=O)C1CNC1)c1ccc(Br)cc1O,0.095817
Brc1ccc(N(CCCNC2CC2)C2CCNC2)cc1,0.15243,O=C(CCN(c1ccc(Br)cc1)C1CCNC1)NC1CC1,0.021097
COc1ccc(N)c(N(CCCN)C[C@@H]2CCCNC2)c1,0.079555,COc1ccc(N)c(N(CCCN)C(=O)[C@@H]2CCCNC2)c1,0.067426
N[C@@H](CS)CN(c1ccc(Br)cc1O)C1CN(Cc2ccc(F)c(F)c2F)C1,0.690891,N[C@@H](CS)C(=O)N(c1ccc(Br)cc1O)C1CN(Cc2ccc(F)c(F)c2F)C1,0.221598
C[C@H](CNc1cccc2cc[nH]c12)NCC1CCN1,0.534993,C[C@@H](NCC1CCN1)C(=O)Nc1cccc2cc[nH]c12,0.121623
N[C@@H](CNCCCN1CCC[C@H]1CO)Cc1c[nH]c2ccccc12,0.951838,N[C@@H](CNCCC(=O)N1CCC[C@H]1CO)Cc1c[nH]c2ccccc12,0.12011
NCCCN(Cc1c[nH]c2cc(Br)ccc12)[C@@H](CO)CN(CCN)c1cc(Br)ccc1N,0.937738,NCCCN(Cc1c[nH]c2cc(Br)ccc12)[C@@H](CO)CN(C(=O)CN)c1cc(Br)ccc1N,0.946092
Oc1ccc2c(c1)C(c1cccc(Br)c1)N(CC1CCN1)[C@@H](CN1CCC(O)CC1)C2,0.977007,O=C(C1CCN1)N1C(c2cccc(Br)c2)c2cc(O)ccc2C[C@@H]1CN1CCC(O)CC1,0.907259
NCCCN1CCC(CNCCc2ccccc2Br)CC1,0.721621,NCCCN1CCC(C(=O)NCCc2ccccc2Br)CC1,0.100903
NCCN1CCCC(N(CCc2ccccc2Br)Cc2ccc(N)c(Br)c2)C1,0.986576,NCC(=O)N1CCCC(N(CCc2ccccc2Br)Cc2ccc(N)c(Br)c2)C1,0.618986
COc1ccccc1CCNC[C@H]1CCCN1C[C@H](C)N,0.945996,COc1ccccc1CCNC(=O)[C@H]1CCCN1C[C@H](C)N,0.347257
Oc1c(Br)cccc1N(CCCNCc1ccc(F)cc1)C[C@H]1CCCN1,0.883934,O=C(NCCCN(C[C@H]1CCCN1)c1cccc(Br)c1O)c1ccc(F)cc1,0.65803
Nc1ccc(CN2CCC2C(=O)O)cc1Br,0.006787,Nc1ccc(C(=O)N2CCC2C(=O)O)cc1Br,0.000779
O=C1CN(CCNCCc2c[nH]c3ccccc23)C1,0.493564,O=C1CN(CC(=O)NCCc2c[nH]c3ccccc23)C1,0.012662
COc1ccccc1CCN(CC1CCN1Cc1c[nH]c2cc(Br)ccc12)CC(C)(C)N,0.997225,COc1ccccc1CCN(CC1CCN1Cc1c[nH]c2cc(Br)ccc12)C(=O)C(C)(C)N,0.945095
O=CCNCCCNC1CC1,0.010947,O=CC(=O)NCCCNC1CC1,0.001845
COc1ccc(O)c(N(CCCN)CCC[C@@H](N)C(=O)O)c1,0.04531,COc1ccc(O)c(N(CCCN)C(=O)CC[C@@H](N)C(=O)O)c1,0.021722
CC[C@H](N)CN(CCCN)CCCCN,0.079633,CC[C@H](N)CN(CCCCN)C(=O)CCN,0.005586
N[C@@H](Cc1nc2cc(Br)ccc2o1)CN(c1cc(F)ccc1O)C1CCN(CC2CCN2)C1,0.985527,N[C@@H](Cc1nc2cc(Br)ccc2o1)CN(c1cc(F)ccc1O)C1CCN(C(=O)C2CCN2)C1,0.520373
N[C@H](CS)CN(CCN(Cc1ccc(F)cc1)CC1CNC1)c1ccc(Br)cc1,0.951882,N[C@H](CS)CN(CCN(Cc1ccc(F)cc1)C(=O)C1CNC1)c1ccc(Br)cc1,0.195645
CC(C)(N)CN(CCCN)c1cc(F)ccc1O,0.055564,CC(C)(N)CN(C(=O)CCN)c1cc(F)ccc1O,0.058859
Nc1c(Br)cccc1N(CC=O)c1cc(F)ccc1C(CCl)N1CCCCC1,0.868387,Nc1c(Br)cccc1N(C(=O)C=O)c1cc(F)ccc1C(CCl)N1CCCCC1,0.807028
N[C@H](CCCNCCc1ccc(O)cc1)CN1CCCCC1,0.964877,N[C@H](CCCNCCc1ccc(O)cc1)C(=O)N1CCCCC1,0.041546
