recorded_amine,score_amine,counterfactual_amide,score_amide
CC(C)[C@@H](N)CN(c1ccccc1S)C1CN(CCCN)C1,0.123274,CC(C)[C@@H](N)CN(c1ccccc1S)C1CN(C(=O)CCN)C1,0.007314
N[C@H](CO)CN1CCC[C@@H]1CNc1cccc(Br)c1O,0.344512,N[C@H](CO)C(=O)N(C[C@H]1CCCN1)c1cccc(Br)c1O,0.102078
O=C(O)C[C@H](CNc1cc(F)c(F)cc1O)NC1CNC1,0.143555,O=C(C[C@@H](NC1CNC1)C(=O)O)Nc1cc(F)c(F)cc1O,0.020993
N[C@@H](CS)CN1CCC[C@H]1CNc1cc(F)ccc1O,0.604581,N[C@@H](CS)CN1CCC[C@H]1C(=O)Nc1cc(F)ccc1O,0.084704
N[C@@H](CCC(=O)O)CN(CC1(N)CCC1)c1ccc(Br)cc1O,0.017131,N[C@@H](CCC(=O)O)CN(C(=O)C1(N)CCC1)c1ccc(Br)cc1O,0.029732
O=CCCN(CCBr)c1ccc(CN(CCc2ccccc2Br)C2CCCNC2)cc1Br,0.858112,O=CCCN(C(=O)CBr)c1ccc(CN(CCc2ccccc2Br)C2CCCNC2)cc1Br,0.551499
C#CCNCCn1cc(C[C@@H](N)CN2CCCCC2)c2ccccc21,0.569055,C#CCNCCn1cc(C[C@@H](N)C(=O)N2CCCCC2)c2ccccc21,0.011671
NCCNc1cccc(Br)c1O,0.059803,NCC(=O)Nc1cccc(Br)c1O,0.002971
CC(C)(N)CNCCc1c[nH]c2ccccc12,0.821162,CC(C)(N)C(=O)NCCc1c[nH]c2ccccc12,0.024698
Nc1cccc(Br)c1NC1CCCN(CCBr)C1,0.072765,Nc1cccc(Br)c1N(C(=O)CBr)C1CCCNC1,0.018613
Nc1ccc(CN2CCC2CN(CCc2c[nH]c3ccccc23)C[C@H](N)CO)cc1Br,0.985113,Nc1ccc(C(=O)N2CCC2CN(CCc2c[nH]c3ccccc23)C[C@H](N)CO)cc1Br,0.951821
Oc1ccc(Br)cc1NC[C@H](Cc1c[nH]c2ccccc12)N(CCBr)CC1CNC1,0.964222,O=C(CBr)N(CC1CNC1)[C@H](CNc1cc(Br)ccc1O)Cc1c[nH]c2ccccc12,0.443557
Oc1c(Br)cccc1N(C[C@H](CS)NCCBr)C1CCCN(Cc2c[nH]c3ccc(Br)cc23)C1,0.977762,O=C(CBr)N[C@@H](CS)CN(c1cccc(Br)c1O)C1CCCN(Cc2c[nH]c3ccc(Br)cc23)C1,0.907728
C[C@@H](CN(C[C@H]1CCCN1)c1ccccc1O)NCCCN,0.140523,C[C@@H](CN(C(=O)[C@H]1CCCN1)c1ccccc1O)NCCCN,0.216038
C#CCN(C[C@H](N)Cc1c[nH]c2ccccc12)C[C@H](CO)NC1CCC1,0.660913,C#CCN(C[C@H](CO)NC1CCC1)C(=O)[C@H](N)Cc1c[nH]c2ccccc12,0.109733
O=CCCN(C[C@H]1CCCN1CC1CNC1)c1cccc2cc[nH]c12,0.849427,O=CCCN(C[C@H]1CCCN1C(=O)C1CNC1)c1cccc2cc[nH]c12,0.024565
CN(CCNCCc1c[nH]c2ccccc12)C[C@H]1CCCN1,0.903089,CN(CCNCCc1c[nH]c2ccccc12)C(=O)[C@H]1CCCN1,0.359399
C[C@H](CN(CCCN)CCCNc1cc(Br)ccc1O)NC(CCl)c1ccc(Br)cc1,0.961089,C[C@H](CN(CCCNc1cc(Br)ccc1O)C(=O)CCN)NC(CCl)c1ccc(Br)cc1,0.361539
NCCCNCc1ccccc1O,0.506374,NCCC(=O)NCc1ccccc1O,0.012209
COc1ccccc1CNC[C@H](C)NCC[C@@H](N)C(=O)O,0.040292,COc1ccccc1CNC[C@H](C)NC(=O)C[C@@H](N)C(=O)O,0.008019
NC1(CNC2(C(=O)O)CCC2)CCC1,0.006802,NC1(C(=O)NC2(C(=O)O)CCC2)CCC1,0.001496
N[C@H](CCN1CC(=O)C1)CNCCc1ccncc1,0.362836,N[C@@H](CNCCc1ccncc1)CC(=O)N1CC(=O)C1,0.022561
C1CN[C@H](CN(C2CC2)C2CNC2)C1,0.047808,O=C([C@@H]1CCCN1)N(C1CC1)C1CNC1,0.005324
C[C@H](CN1CCC1CNCCc1ccccc1)NCc1ccc(O)c(N)c1,0.978861,C[C@H](CN1CCC1C(=O)NCCc1ccccc1)NCc1ccc(O)c(N)c1,0.51212
CC(C)C[C@H](N)CNc1c(N)cccc1Br,0.018485,CC(C)C[C@H](N)C(=O)Nc1c(N)cccc1Br,0.00098
Nc1c(F)cccc1CNc1cc(F)ccc1OC(=O)[C@@H]1CCCN1C1CCCN(Cc2ccc(F)cc2)C1,0.788175,Nc1c(F)cccc1C(=O)Nc1cc(F)ccc1OC(=O)[C@@H]1CCCN1C1CCCN(Cc2ccc(F)cc2)C1,0.702448
OC[C@H](CNCCc1ccc(O)cc1)N(Cc1ccc(F)cc1)C1CCCNC1,0.952574,O=C(NCCc1ccc(O)cc1)[C@@H](CO)N(Cc1ccc(F)cc1)C1CCCNC1,0.737263
COc1cccc2c1CCN(CC=O)C2CN(CCc1c[nH]c2ccc(O)cc12)C1CCNC1,0.994744,COc1cccc2c1CCN(C(=O)C=O)C2CN(CCc1c[nH]c2ccc(O)cc12)C1CCNC1,0.948407
NCCCN(CC1CNC1)c1cccnc1Br,0.076339,NCCC(=O)N(CC1CNC1)c1cccnc1Br,0.090083
C[C@@H](N)CN1CC(CNc2cccc(Br)c2O)C1,0.031553,C[C@@H](N)CN1CC(C(=O)Nc2cccc(Br)c2O)C1,0.001801
COc1ccccc1CCNC[C@@H]1CCCN1C(CBr)CN(CCCN)c1cc(F)ccc1O,0.98706,COc1ccccc1CCNC(=O)[C@@H]1CCCN1C(CBr)CN(CCCN)c1cc(F)ccc1O,0.945423
N[C@H](CCC(=O)O)CN(CCc1ccccc1)CC1CCN1,0.2013,N[C@H](CCC(=O)N1CCC1C(=O)O)CNCCc1ccccc1,0.050234
CN(CCNCCc1c[nH]c2ccccc12)C(CCl)c1ccc(Cl)c(Cl)c1,0.987828,CN(CC(=O)NCCc1c[nH]c2ccccc12)C(CCl)c1ccc(Cl)c(Cl)c1,0.482291
C[C@H](N)CN(CC1CCN1)c1cccc2cc[nH]c12,0.178524,C[C@H](N)CN(C(=O)C1CCN1)c1cccc2cc[nH]c12,0.297679
CC[C@H](N)CN(C[C@H]1CCCN1)c1cccc(Br)c1N,0.098985,CC[C@H](N)C(=O)N(C[C@H]1CCCN1)c1cccc(Br)c1N,0.164958
CC[C@@H](CN(CCc1c[nH]c2ccccc12)Cc1cccc(F)c1N)N(CCBr)CCCN,0.989746,CC[C@@H](CN(CCc1c[nH]c2ccccc12)Cc1cccc(F)c1N)N(CCCN)C(=O)CBr,0.870245
COc1ccc(O)c(N(CCC=O)CCCN)c1,0.019639,COc1ccc(O)c(N(CCC=O)C(=O)CCN)c1,0.009251
NCCC[C@H](N)CN(CCc1ccccc1Br)CC1CCN1Cc1ccc(F)cc1,0.935726,NCCC[C@H](N)CN(CCc1ccccc1Br)CC1CCN1C(=O)c1ccc(F)cc1,0.873262
N[C@H](CCNCCc1c[nH]c2ccccc12)CN1CC(=O)C1,0.751548,N[C@H](CCNCCc1c[nH]c2ccccc12)C(=O)N1CC(=O)C1,0.133323
NCCN1CCC[C@@H]1C(=O)O,0.008425,NCC(=O)N1CCC[C@@H]1C(=O)O,0.004345
N[C@@H](CCCNCCc1ccccc1)C(=O)O,0.295225,N[C@@H](CCC(=O)NCCc1ccccc1)C(=O)O,0.002954
CN(CC(=O)OC[C@H](N)C(=O)O)Cc1ccc(N)c(Br)c1,0.002415,CN(CC(=O)OC[C@H](N)C(=O)O)C(=O)c1ccc(N)c(Br)c1,0.000435
OCCN(CCCNc1ccc(Br)cc1O)C(CCl)c1ccc(Br)cc1,0.66827,O=C(CCN(CCO)C(CCl)c1ccc(Br)cc1)Nc1ccc(Br)cc1O,0.023295
COc1ccc(N)c(NCC2CCN2CCCNc2cccc(Br)c2O)c1,0.632565,COc1ccc(N)c(NC(=O)C2CCN2CCCNc2cccc(Br)c2O)c1,0.261029
C[C@H](CNCCc1ccccc1Br)NCCO,0.234968,C[C@@H](NCCO)C(=O)NCCc1ccccc1Br,0.00185
Nc1cc(Br)ccc1NC[C@H]1CCCN1CCC=O,0.318447,Nc1cc(Br)ccc1NC(=O)[C@H]1CCCN1CCC=O,0.02234
Nc1ccc(Br)cc1NCCBr,0.006518,Nc1cc(Br)ccc1NC(=O)CBr,0.000461
C[C@@H](N)CN(c1c(N)cccc1Br)C1CCCN(C[C@H]2CCCN2)C1,0.871682,C[C@@H](N)CN(c1c(N)cccc1Br)C1CCCN(C(=O)[C@H]2CCCN2)C1,0.048279
CN(CCN(c1ccccc1O)C(CCl)c1ccc(F)cc1)C1CCN(Cc2ccc(F)cc2)CC1,0.974687,CN(CCN(c1ccccc1O)C(CCl)c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,0.746331
N[C@@H](CCNC1CC1)CN1CCC(=O)C1,0.041831,N[C@@H](CC(=O)NC1CC1)CN1CCC(=O)C1,0.010012
CNCCN1CCC[C@@H]1CNc1ccc(Br)cc1O,0.539281,CNCCN1CCC[C@@H]1C(=O)Nc1ccc(Br)cc1O,0.05168
Nc1ccc(CN(CCBr)[C@H](CS)CN(Cc2cccc(O)c2)CC2CCN2)cc1Br,0.770633,Nc1ccc(CN(C(=O)CBr)[C@H](CS)CN(Cc2cccc(O)c2)CC2CCN2)cc1Br,0.694709
CC[C@H](N)CN(CC[C@@H](N)CNCCc1c[nH]c2ccccc12)c1cccc(Br)c1O,0.932617,CC[C@H](N)C(=O)N(CC[C@@H](N)CNCCc1c[nH]c2ccccc12)c1cccc(Br)c1O,0.815956
NCCCN1CCC1CN(c1cccc2cc[nH]c12)C(CCl)c1ccc(Cl)c(Cl)c1,0.996661,NCCC(=O)N1CCC1CN(c1cccc2cc[nH]c12)C(CCl)c1ccc(Cl)c(Cl)c1,0.564152
C[C@H](CN1CCC(N(CCBr)c2ccc(F)nc2Br)CC1)NCc1c[nH]c2ccccc12,0.947164,C[C@H](CN1CCC(N(C(=O)CBr)c2ccc(F)nc2Br)CC1)NCc1c[nH]c2ccccc12,0.867268
CN(CCNc1ccccc1O)C1CN(CCN)C1,0.12458,CN(CC(=O)Nc1ccccc1O)C1CN(CCN)C1,0.009817
N[C@@H](Cc1c[nH]c2ccccc12)CN(C[C@H]1CCCN1)c1ccc(Br)cc1O,0.93092,N[C@@H](Cc1c[nH]c2ccccc12)CN(C(=O)[C@H]1CCCN1)c1ccc(Br)cc1O,0.768694
N[C@H](CCN(CCc1ccc(O)cc1)Cc1c[nH]c2ccc(Br)cc12)CN(CC=O)CCc1ccccc1,0.942431,N[C@H](CCN(CCc1ccc(O)cc1)Cc1c[nH]c2ccc(Br)cc12)CN(CCc1ccccc1)C(=O)C=O,0.752953
C=CCN(C[C@H](CCCN1CCC(=O)CC1)NCc1cccc(Br)c1)c1cccc2cc[nH]c12,0.983919,C=CC(=O)N(C[C@H](CCCN1CCC(=O)CC1)NCc1cccc(Br)c1)c1cccc2cc[nH]c12,0.911489
N#Cc1ccc(N)c(NCCN)c1,0.054274,N#Cc1ccc(N)c(NC(=O)CN)c1,0.002885
C[C@@H](N)CN(C)CCN(CCCN)c1cccc(Br)c1O,0.177393,C[C@@H](N)CN(C)CCN(C(=O)CCN)c1cccc(Br)c1O,0.392794
Nc1ccc(CN(CCc2c[nH]c3ccccc23)C2CN(C[C@@H](N)CC(=O)O)C2)cc1Br,0.953698,Nc1ccc(CN(CCc2c[nH]c3ccccc23)C2CN(C(=O)C[C@H](N)C(=O)O)C2)cc1Br,0.875504
N[C@@H](CCCNCCc1ccccc1Br)CN(CCc1ccccc1Br)CC1CCN1,0.488003,N[C@@H](CCCN(CCc1ccccc1Br)C(=O)C1CCN1)CNCCc1ccccc1Br,0.069075
CN(CCN1CCC(=O)CC1)c1cccc(C=O)c1,0.036729,CN(CC(=O)N1CCC(=O)CC1)c1cccc(C=O)c1,0.000408
C[C@@H](CNc1cc(Br)ccc1O)N(C1CCCNC1)C1CNC1,0.461777,C[C@@H](C(=O)Nc1cc(Br)ccc1O)N(C1CCCNC1)C1CNC1,0.237406
CC(C)CN(C[C@H]1CCCN1)C1CCNCC1,0.016947,CC(C)CN(C(=O)[C@H]1CCCN1)C1CCNCC1,0.003161
N[C@@H](Cc1c[nH]cn1)CN(CC(=O)CBr)C1CCC1,0.072031,N[C@@H](Cc1c[nH]cn1)CN(C(=O)C(=O)CBr)C1CCC1,0.005335
CC(C)[C@H](N)CN1CCC(=O)C1,0.013993,CC(C)[C@H](N)C(=O)N1CCC(=O)C1,0.001606
C[C@H](N)CN[C@@H](C)CN(C)CCNc1cccc2cc[nH]c12,0.285606,C[C@H](N)CN[C@@H](C)CN(C)CC(=O)Nc1cccc2cc[nH]c12,0.041981
Brc1ccc(NC[C@H]2CCCN2)c(NCc2c[nH]c3ccc(Br)cc23)c1,0.466362,O=C(Nc1ccc(Br)cc1NCc1c[nH]c2ccc(Br)cc12)[C@H]1CCCN1,0.158718
Oc1ccc(F)cc1NCCN1CCC[C@H]1CNc1cc(F)ccc1O,0.444599,O=C(Nc1cc(F)ccc1O)[C@@H]1CCCN1CCNc1cc(F)ccc1O,0.308193
NCCCN(CCCNc1cccc2cc[nH]c12)CCC(=O)O,0.1961,NCCCN(CCC(=O)O)CCC(=O)Nc1cccc2cc[nH]c12,0.016786
N#Cc1ccc(O)c(N(CC2CCN2)c2cc(F)ccc2C(=O)CCl)c1,0.341392,N#Cc1ccc(O)c(N(C(=O)C2CCN2)c2cc(F)ccc2C(=O)CCl)c1,0.103222
CNCCN[C@H](CCNc1cc(OC)ccc1O)CNCCc1ccc(O)cc1,0.898675,CNCCN[C@H](CCNc1cc(OC)ccc1O)C(=O)NCCc1ccc(O)cc1,0.51449
Nc1ccc(CNCCc2ccc(O)cc2)cc1Br,0.54453,Nc1ccc(C(=O)NCCc2ccc(O)cc2)cc1Br,0.031044
COCCN(Cc1ccc(N)c(Br)c1)C[C@H](C)N,0.018905,COCCN(Cc1ccc(N)c(Br)c1)C(=O)[C@H](C)N,0.010997
COc1ccccc1CCNC[C@@H](N)[C@@H](C)O,0.235363,COc1ccccc1CCNC(=O)[C@@H](N)[C@@H](C)O,0.001086
CC[C@@H](CNc1ccc(Br)cc1)N(CC1CCN1)C1CCCNC1,0.362108,CC[C@@H](CN(C(=O)C1CCN1)c1ccc(Br)cc1)NC1CCCNC1,0.203251
O=C(O)[C@@H]1C[C@@H](O)CN1CCBr,0.003847,O=C(O)[C@@H]1C[C@@H](O)CN1C(=O)CBr,0.001908
C=CCN(C[C@H]1CCCN1)[C@@H](CCNc1cc(F)ccc1O)CNCCc1c[nH]c2ccccc12,0.904435,C=CC(=O)N(CC[C@@H](CNCCc1c[nH]c2ccccc12)NC[C@H]1CCCN1)c1cc(F)ccc1O,0.396003
O=CCN(c1cc(F)ccc1C(CCl)NCCc1c[nH]c2ccccc12)[C@H](CC(=O)O)CN1CCCCC1,0.978086,O=CC(=O)N(CCc1c[nH]c2ccccc12)C(CCl)c1ccc(F)cc1N[C@H](CC(=O)O)CN1CCCCC1,0.886516
Brc1ccccc1CCN(CC1CCN1)C1CCCNC1,0.843799,O=C(C1CCN1)N(CCc1ccccc1Br)C1CCCNC1,0.089752
N[C@@H](CCCNc1ccc(C(=O)O)cc1Br)C(=O)O,0.004189,N[C@@H](CCC(=O)Nc1ccc(C(=O)O)cc1Br)C(=O)O,0.000479
Oc1ccc(CNCCc2c[nH]c3ccccc23)cc1NC1CCNC1,0.934179,O=C(NCCc1c[nH]c2ccccc12)c1ccc(O)c(NC2CCNC2)c1,0.558064
CN(CCNc1cccc(Br)c1O)CCNC1CNC1,0.271103,CN(CCNC1CNC1)CC(=O)Nc1cccc(Br)c1O,0.059159
Nc1ccc(CNCCCNC2CCC2)cc1O,0.385103,Nc1ccc(C(=O)NCCCNC2CCC2)cc1O,0.07154
N[C@H](CCCN1CC(=O)C1)CNc1cccc2cc[nH]c12,0.252938,N[C@H](CCCN1CC(=O)C1)C(=O)Nc1cccc2cc[nH]c12,0.017062
Fc1ccc(CN(CCNCCCNCCc2c[nH]c3ccccc23)C2CC2)cc1,0.989842,O=C(c1ccc(F)cc1)N(CCCNCCNC1CC1)CCc1c[nH]c2ccccc12,0.746533
COc1ccc(O)c(N(Cc2c[nH]c3ccc(F)cc23)C2CCCN(CC3CCN3CCN)C2)c1,0.993541,COc1ccc(O)c(N(Cc2c[nH]c3ccc(F)cc23)C2CCCN(CC3CCN3C(=O)CN)C2)c1,0.972837
OC[C@H](CNCCc1c[nH]c2ccccc12)NC1CNC1,0.829023,O=C(NCCc1c[nH]c2ccccc12)[C@@H](CO)NC1CNC1,0.405017
C#CCN(Cc1cccc(O)c1N)C[C@@H](N)CC,0.176054,C#CCN(C[C@@H](N)CC)C(=O)c1cccc(O)c1N,0.04759
N[C@@H](Cc1c[nH]c2ccccc12)CN(CC(=O)O)C[C@H]1CCCN1,0.468911,N[C@@H](Cc1c[nH]c2ccccc12)CN(CC(=O)O)C(=O)[C@H]1CCCN1,0.119231
NCCN(C[C@H]1CCCN1)c1ccc(Br)cc1O,0.144474,NCCN(C(=O)[C@H]1CCCN1)c1ccc(Br)cc1O,0.201911
O=CCCN[C@@H](CS)CNCCc1c[nH]c2ccccc12,0.710707,O=CCCN[C@@H](CS)C(=O)NCCc1c[nH]c2ccccc12,0.028095
OC[C@H](CN(C[C@@H]1CCCN1)c1cccc(Br)c1O)NCC1CCN1,0.118466,O=C([C@@H]1CCCN1)N(CC1CCN1)[C@H](CO)CNc1cccc(Br)c1O,0.054014
Nc1c(Br)cccc1NC[C@@H](N)Cc1ccccc1,0.084505,Nc1c(Br)cccc1NC(=O)[C@@H](N)Cc1ccccc1,0.002983
COc1ccc(O)c(N(CC=O)CCCN(CCBr)CC2(N)CCC2)c1,0.156228,COc1ccc(O)c(N(CC=O)CCCN(CCBr)C(=O)C2(N)CCC2)c1,0.003256
CN(CCNc1cccc(Br)c1O)Cc1c[nH]c2ccc(Br)cc12,0.82238,CN(CC(=O)Nc1cccc(Br)c1O)Cc1c[nH]c2ccc(Br)cc12,0.116983
NCCCN1CCC1CN(C[C@@H](N)Cc1c[nH]c2ccccc12)c1cccc(Br)c1N,0.983672,NCCC(=O)N1CCC1CN(C[C@@H](N)Cc1c[nH]c2ccccc12)c1cccc(Br)c1N,0.363373
N[C@@H](Cc1ccc(O)cc1)CN1CCC[C@H]1C(=O)O,0.218925,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O,0.032292
NCCCN(C[C@@H](N)CS)C1CC1,0.055769,NCCC(=O)N(C[C@@H](N)CS)C1CC1,0.00782
C[C@H](CN1CCC(=O)CC1)NCc1ccc(N)c(O)c1,0.527517,C[C@H](CN1CCC(=O)CC1)NC(=O)c1ccc(N)c(O)c1,0.114015
BrCCN1CCC(NCCc2c[nH]c3ccccc23)C1,0.668145,O=C(CBr)N(CCc1c[nH]c2ccccc12)C1CCNC1,0.132315
Nc1ccc(Br)cc1NC1CCN(CC2CCN2)CC1,0.680325,Nc1ccc(Br)cc1N(C(=O)C1CCN1)C1CCNCC1,0.072179
Nc1ccc(CNc2cc(Br)ccc2O)cc1Br,0.022646,Nc1ccc(C(=O)Nc2cc(Br)ccc2O)cc1Br,0.007221
NCCN(Cc1ccc(F)cc1)C1(CN2CCC[C@H]2CNCCc2c[nH]c3ccccc23)CCC1,0.989669,NCC(=O)N(CCc1c[nH]c2ccccc12)C[C@@H]1CCCN1CC1(NCc2ccc(F)cc2)CCC1,0.924645
NC1(CN(CC(=O)CBr)Cc2ccc(O)cc2)CCC1,0.044036,NC1(CN(Cc2ccc(O)cc2)C(=O)C(=O)CBr)CCC1,0.004799
Oc1cc(Br)ccc1N(Cc1c[nH]c2ccccc12)CC1CCN1C[C@H]1CCCN1,0.999994,O=C([C@H]1CCCN1)N1CCC1CN(Cc1c[nH]c2ccccc12)c1ccc(Br)cc1O,0.62609
COc1ccccc1CNC[C@H](N)CCNc1cc(F)ccc1O,0.608997,COc1ccccc1CNC[C@H](N)CC(=O)Nc1cc(F)ccc1O,0.027845
BrCCN1CCC1CNCCc1ccccc1,0.727683,O=C(CBr)N(CCc1ccccc1)CC1CCN1,0.018854
COc1ccccc1CCN(Cc1ccc(F)cc1)C[C@H](C)N,0.921231,COc1ccccc1CCN(C[C@H](C)N)C(=O)c1ccc(F)cc1,0.009948
CCCN1CCC1CN(CCN)c1cccc2cc[nH]c12,0.906138,CCCN1CCC1CN(C(=O)CN)c1cccc2cc[nH]c12,0.956284
C=CCN(c1ccccc1O)C1CNC1,0.121053,C=CC(=O)N(c1ccccc1O)C1CNC1,0.049856
Fc1ccc(CN(CCc2c[nH]c3ccccc23)C[C@H]2CCCN2)cc1,0.999988,O=C([C@H]1CCCN1)N(CCc1c[nH]c2ccccc12)Cc1ccc(F)cc1,0.450067
Oc1cc(F)c(F)cc1NCC1CCN1,0.060353,O=C(Nc1cc(F)c(F)cc1O)C1CCN1,0.008498
C[C@@H](N)CN(CCC(=O)O)c1ccc(O)c(N)c1,0.006107,C[C@@H](N)C(=O)N(CCC(=O)O)c1ccc(O)c(N)c1,0.011533
CC(C)CNCCNCCCNc1ccc(Br)cc1,0.076847,CC(C)CNCCNCCC(=O)Nc1ccc(Br)cc1,0.013901
N[C@@H](CNC1CC1)Cc1c[nH]cn1,0.066824,N[C@H](Cc1c[nH]cn1)C(=O)NC1CC1,0.014017
NCCC[C@H](N)CN1CCC(NCCc2ccccc2Br)CC1,0.802173,NCCC[C@H](N)C(=O)N(CCc1ccccc1Br)C1CCNCC1,0.045832
Brc1cccc(CN2CCC2CN(C[C@H]2CCCN2)c2cccc3cc[nH]c23)c1,0.993828,O=C([C@H]1CCCN1)N(CC1CCN1Cc1cccc(Br)c1)c1cccc2cc[nH]c12,0.978389
Brc1cccc(NC[C@@H]2CCCN2)c1NCC1CCN1,0.099185,O=C(Nc1cccc(Br)c1NCC1CCN1)[C@@H]1CCCN1,0.037326
CC[C@H](N)CN1CCC[C@@H]1CN(CCBr)c1cccc2cc[nH]c12,0.908134,CC[C@H](N)CN1CCC[C@@H]1CN(C(=O)CBr)c1cccc2cc[nH]c12,0.885554
CC[C@H](N)CN(C[C@@H](C)N(Cc1c[nH]c2ccc(Br)cc12)C[C@H]1CCCN1)c1cccc(Br)c1N,0.945208,CC[C@H](N)C(=O)N(C[C@@H](C)N(Cc1c[nH]c2ccc(Br)cc12)C[C@H]1CCCN1)c1cccc(Br)c1N,0.87879
COc1ccccc1CCNCCNCCC(=O)Oc1ccc(F)cc1N,0.963149,COc1ccccc1CCNC(=O)CNCCC(=O)Oc1ccc(F)cc1N,0.5055
C[C@@H](CN(Cc1c[nH]c2cc(Br)ccc12)c1cccc(Br)c1O)NCC=O,0.688582,C[C@@H](CN(Cc1c[nH]c2cc(Br)ccc12)c1cccc(Br)c1O)NC(=O)C=O,0.07542
N[C@H](CCCN1CCC1CNCCc1ccc(O)cc1)CNc1cccc2cc[nH]c12,0.989161,N[C@H](CCCN1CCC1CNCCc1ccc(O)cc1)C(=O)Nc1cccc2cc[nH]c12,0.951625
Nc1c(Br)cccc1NC[C@@H](N)Cc1c[nH]c2ccccc12,0.08749,Nc1c(Br)cccc1NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,0.007294
COc1ccc(N)c(N(C[C@@H](N)CO)C2CCCN(CCC=O)C2)c1,0.213659,COc1ccc(N)c(N(C(=O)[C@@H](N)CO)C2CCCN(CCC=O)C2)c1,0.124971
COc1ccccc1CCNC[C@H](C)NC[C@H]1CCCN1Cc1ccc(F)cc1,0.989168,COc1ccccc1CCNC(=O)[C@H](C)NC[C@H]1CCCN1Cc1ccc(F)cc1,0.710083
NCCN1CCc2c(Br)cccc2C1CCN(c1cccc2cc[nH]c12)C1CCNC1,0.997076,NCC(=O)N1CCC(N(CCC2NCCc3c(Br)cccc32)c2cccc3cc[nH]c23)C1,0.619017
Nc1ccc(CN(C[C@H](N)Cc2c[nH]c3ccccc23)C2CC2)cc1Br,0.979811,Nc1ccc(C(=O)N(C[C@H](N)Cc2c[nH]c3ccccc23)C2CC2)cc1Br,0.341262
NCCCN1CCC[C@@H]1CNCCc1ccccc1Br,0.905754,NCCCN1CCC[C@@H]1C(=O)NCCc1ccccc1Br,0.285327
N[C@@H](Cc1c[nH]c2ccccc12)CN1CC(CNc2ccc(Br)cc2)C1,0.855262,N[C@@H](Cc1c[nH]c2ccccc12)CN1CC(C(=O)Nc2ccc(Br)cc2)C1,0.081781
CN(CCBr)CCN(CC1CCN1Cc1ccc(F)cc1)c1cccnc1Br,0.91388,CN(CCN(CC1CCN1Cc1ccc(F)cc1)c1cccnc1Br)C(=O)CBr,0.318484
OC[C@H]1CCCN1C[C@@H]1CCCN1,0.084264,O=C([C@@H]1CCCN1)N1CCC[C@@H]1CO,0.004442
C[C@@H](CNc1ccccc1O)N(CC=O)CCN,0.102007,C[C@@H](CN(C(=O)C=O)c1ccccc1O)NCCN,0.042055
CC[C@H](C)[C@@H](CNc1cc(F)ccc1O)N(CCN)C(CBr)c1ccc(O)cc1,0.716369,CC[C@H](C)[C@@H](CN(C(=O)CN)c1cc(F)ccc1O)NC(CBr)c1ccc(O)cc1,0.382291
Oc1ccc(Br)cc1Nc1cccc(NCC2CCN2C[C@@H]2CCCN2)c1O,0.893639,O=C([C@@H]1CCCN1)N(CC1CCN1)c1cccc(Nc2cc(Br)ccc2O)c1O,0.674207
C=CCN1CC(CN(Cc2c[nH]c3ccc(Br)cc23)c2cc(I)ccc2N)C1,0.959069,C=CC(=O)N1CC(CN(Cc2c[nH]c3ccc(Br)cc23)c2cc(I)ccc2N)C1,0.327373
CC[C@@H](CN[C@H](C)CNCCc1ccccc1OC)NC[C@@H]1CCCN1,0.060081,CC[C@@H](CN[C@H](C)C(=O)NCCc1ccccc1OC)NC[C@@H]1CCCN1,0.03076
Oc1ccc(F)cc1NCC1CCN1,0.098992,O=C(Nc1cc(F)ccc1O)C1CCN1,0.011284
CC[C@H](N)CN(CCC1c2cccc(Br)c2CCN1CCCN)c1cc(Br)ccc1O,0.994093,CC[C@H](N)CN(CCC1c2cccc(Br)c2CCN1C(=O)CCN)c1cc(Br)ccc1O,0.632535
C=CCN(CCc1ccccc1Br)CC1(N)CCC1,0.287267,C=CCN(CCc1ccccc1Br)C(=O)C1(N)CCC1,0.003196
COc1ccccc1CCNC1CCN(C[C@@H](N)CCCNc2ccc(Br)cc2)C1,0.977564,COc1ccccc1CCNC1CCN(C[C@@H](N)CCC(=O)Nc2ccc(Br)cc2)C1,0.729591
N[C@@H](Cc1cccs1)CN1CC(=O)C1,0.019135,N[C@@H](Cc1cccs1)C(=O)N1CC(=O)C1,0.002113
O=CCCN[C@@H](CO)CN1CCC1C(=O)O,0.006463,O=CCCN(C(=O)C1CCN1)[C@@H](CO)C(=O)O,0.001567
CC[C@H](N)CN(c1ccc(Br)cc1)C1CCCN(C[C@H](N)Cc2c[nH]c3ccccc23)C1,0.997133,CC[C@H](N)C(=O)N(c1ccc(Br)cc1)C1CCCN(C[C@H](N)Cc2c[nH]c3ccccc23)C1,0.974581
CC[C@H](N)CN(CCCN)CCc1ccccc1OC,0.777758,CC[C@H](N)CN(CCc1ccccc1OC)C(=O)CCN,0.021733
ClCC(c1ccc(Cl)c(Cl)c1)N(CCc1ccccc1)CC1CCN1,0.973125,O=C(C1CCN1)N(CCc1ccccc1)C(CCl)c1ccc(Cl)c(Cl)c1,0.196257
