strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,0.566,0.203,60.3197,30.5818,9.9996,0.0,5.4131,107.0833,17,27300
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.5231,0.5231,0,0
