strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,22.353,0.175,1262.9778,44274.3633,202.0547,0.0,5.0635,45766.9873,28,48797
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,1.8381,1.8381,0,0
