strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,0.507,0.144,129.2606,246.6053,13411.2478,0.0,2.8323,13790.597,90,84955
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0362,0.0362,0,0
