gate,best_modes,best_rxn_per_mode,best_stop_reason,hub_modes,hub_rxn_per_mode,hub_stop_reason,edge,hub_hubs_used,hub_reward_gen_calls,pool_limited
5.0,300,3.237,modes,300,1.093,modes,2.962,8,33827,False
6.0,300,3.237,modes,300,1.11,modes,2.916,13,50525,False
7.0,300,3.237,modes,300,1.183,modes,2.736,34,156350,False
