strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,28.542,0.195,0.0,0.0,0.0,22699.487,19.0426,22747.2667,93,70584
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3002,0.3002,0,0
