gate,best_modes,best_rxn_per_mode,best_stop_reason,hub_modes,hub_rxn_per_mode,hub_stop_reason,edge,hub_hubs_used,hub_reward_gen_calls,pool_limited
5.0,300,4.997,modes,300,1.187,modes,4.21,14,22785,False
6.0,300,4.997,modes,300,1.227,modes,4.073,17,27300,False
7.0,300,4.997,modes,300,1.333,modes,3.749,25,38745,False
