strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,31.673,0.188,2300.6003,415.9056,456.5761,0.0,1.0007,3205.9437,16,131774
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.2865,0.2865,0,0
