gate,best_modes,best_rxn_per_mode,best_stop_reason,hub_modes,hub_rxn_per_mode,hub_stop_reason,edge,hub_hubs_used,hub_reward_gen_calls,pool_limited
-4.0,300,3.32,modes,300,1.2,modes,2.767,29,106865,False
-3.5,300,3.32,modes,300,1.173,modes,2.83,23,86958,False
-3.0,300,3.32,modes,300,1.133,modes,2.93,16,71175,False
-2.5,300,3.32,modes,300,1.11,modes,2.991,12,64897,False
-2.0,300,3.32,modes,300,1.107,modes,2.999,10,51271,False
-1.5,300,3.32,modes,300,1.103,modes,3.01,10,51271,False
-1.0,300,3.32,modes,300,1.087,modes,3.054,7,43621,False
