strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,23.28,0.19,0.0,0.0,0.0,13773.45,3.5045,13800.4245,30,32525
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.2399,0.2399,0,0
