strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,30.353,0.185,855.3439,174.361,184.6777,0.0,0.9676,1245.8882,13,56121
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3223,0.3223,0,0
