strategy,setup_s,hub_pick_s,enumeration_s,reward_gen_s,flow_extract_s,unattributed_s,mode_selection_s,total_s,n_hubs_walked,n_children_scored
hub_batching,29.257,0.201,590.9341,38.3358,124.4352,0.0,0.842,784.005,6,33609
best_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.9622,0.9622,0,0
