strategy,tau,similarity,modes,reactions_used,reactions_per_mode,reward_gen_calls,stop_reason,pool_limited,total_modes_run,total_reactions_run,wall_s
hub_batching,6.5,0.5,240,300,1.25,24045,reactions,False,240,300,0.24
best_candidate,6.5,0.5,60,300,5.0,0,reactions,False,60,300,4.27
hub_batching,6.5,0.55,260,300,1.1538,16275,reactions,False,260,300,0.21
best_candidate,6.5,0.55,60,300,5.0,0,reactions,False,60,300,3.2
hub_batching,6.5,0.6,280,300,1.0714,8190,reactions,False,280,300,0.17
best_candidate,6.5,0.6,60,300,5.0,0,reactions,False,60,300,2.48
hub_batching,6.5,0.65,288,300,1.0417,4620,reactions,False,288,300,0.14
best_candidate,6.5,0.65,60,300,5.0,0,reactions,False,60,300,2.04
hub_batching,6.5,0.7,292,300,1.0274,3045,reactions,False,292,300,0.13
best_candidate,6.5,0.7,60,300,5.0,0,reactions,False,60,300,1.78
hub_batching,6.5,0.75,293,297,1.0137,1575,reactions,False,294,302,0.12
best_candidate,6.5,0.75,60,300,5.0,0,reactions,False,60,300,1.56
hub_batching,6.5,0.8,296,300,1.0135,1575,reactions,False,296,300,0.12
best_candidate,6.5,0.8,60,296,4.9333,0,reactions,False,61,301,1.44
hub_batching,6.5,0.85,296,300,1.0135,1575,reactions,False,296,300,0.12
best_candidate,6.5,0.85,60,296,4.9333,0,reactions,False,61,301,1.39
hub_batching,6.5,0.9,296,300,1.0135,1575,reactions,False,296,300,0.12
best_candidate,6.5,0.9,60,296,4.9333,0,reactions,False,61,301,1.35
hub_batching,7.0,0.3,68,300,4.4118,124740,reactions,False,68,300,0.97
best_candidate,7.0,0.3,60,300,5.0,0,reactions,False,60,300,0.72
hub_batching,7.0,0.35,92,300,3.2609,89250,reactions,False,92,300,0.21
best_candidate,7.0,0.35,60,300,5.0,0,reactions,False,60,300,1.96
hub_batching,7.0,0.4,137,297,2.1679,66990,reactions,False,138,302,0.24
best_candidate,7.0,0.4,60,300,5.0,0,reactions,False,60,300,4.7
hub_batching,7.0,0.45,182,298,1.6374,45255,reactions,False,183,303,0.22
best_candidate,7.0,0.45,60,300,5.0,0,reactions,False,60,300,5.67
hub_batching,7.0,0.5,224,300,1.3393,30450,reactions,False,224,300,0.19
best_candidate,7.0,0.5,60,300,5.0,0,reactions,False,60,300,4.27
hub_batching,7.0,0.55,252,300,1.1905,19845,reactions,False,252,300,0.17
best_candidate,7.0,0.55,60,300,5.0,0,reactions,False,60,300,3.18
hub_batching,7.0,0.6,272,300,1.1029,11445,reactions,False,272,300,0.16
best_candidate,7.0,0.6,60,300,5.0,0,reactions,False,60,300,2.51
